prefecture,district,name,party,status,votes,voteshare,result,dual
神奈川,神奈川１２区,阿部　知子,民主,前,82612,42.08,PR-win,1
神奈川,神奈川１２区,味村　耕太郎,共産,新,16189,8.25,lose,0
神奈川,神奈川１２区,甘粕　和彦,次世,新,14208,7.24,lose,1
神奈川,神奈川１３区,甘利　明,自民,前,142201,60.47,win,1
神奈川,神奈川１３区,伊藤　優太,維新,新,58941,25.06,lose,1
神奈川,神奈川１３区,高久　良美,共産,新,34014,14.46,lose,0
神奈川,神奈川１４区,赤間　二郎,自民,前,109408,47.22,win,1
神奈川,神奈川１４区,本村　賢太郎,民主,元,83485,36.03,PR-win,1
神奈川,神奈川１４区,中野渡　旬,共産,新,22720,9.81,lose,0
神奈川,神奈川１４区,中本　太衛,次世,元,16091,6.94,lose,1
神奈川,神奈川１５区,河野　太郎,自民,前,155388,66.79,win,1
神奈川,神奈川１５区,池田　東一郎,無所,新,39211,16.85,lose,0
神奈川,神奈川１５区,沼上　徳光,共産,新,38068,16.36,lose,0
神奈川,神奈川１６区,後藤　祐一,民主,前,103116,45.83,win,1
神奈川,神奈川１６区,義家　弘介,自民,前,101627,45.17,PR-win,1
神奈川,神奈川１６区,池田　博英,共産,新,20243,9.0,lose,0
神奈川,神奈川１７区,牧島　かれん,自民,前,118537,53.42,win,1
神奈川,神奈川１７区,神山　洋介,民主,元,79788,35.96,PR-win,1
神奈川,神奈川１７区,吉田　福治,共産,新,23569,10.62,lose,0
神奈川,神奈川１８区,山際　大志郎,自民,前,86869,39.95,win,1
神奈川,神奈川１８区,中田　宏,次世,前,59138,27.2,lose,1
神奈川,神奈川１８区,北村　造,維新,新,26691,12.28,lose,1
神奈川,神奈川１８区,塩田　儀夫,共産,新,24616,11.32,lose,0
神奈川,神奈川１８区,樋高　剛,生活,元,20105,9.25,lose,1
新潟,新潟１区,石崎　徹,自民,前,92656,46.97,win,1
新潟,新潟１区,西村　智奈美,民主,元,84573,42.87,PR-win,1
新潟,新潟１区,町田　明広,共産,新,20037,10.16,lose,0
新潟,新潟２区,細田　健一,自民,前,70589,42.96,win,1
新潟,新潟２区,鷲尾　英一郎,民主,前,70487,42.9,PR-win,1
新潟,新潟２区,渡辺　英明,社民,新,11801,7.18,lose,1
新潟,新潟２区,五位野　和夫,共産,新,11434,6.96,lose,0
新潟,新潟３区,黒岩　宇洋,民主,元,82619,49.13,win,1
新潟,新潟３区,斎藤　洋明,自民,前,74319,44.2,PR-win,1
新潟,新潟３区,伊藤　誠,共産,新,11214,6.67,lose,0
新潟,新潟４区,金子　恵美,自民,前,77137,46.7,win,1
新潟,新潟４区,菊田　真紀子,民主,前,74073,44.85,PR-win,1
新潟,新潟４区,西沢　博,共産,新,13957,8.45,lose,0
新潟,新潟５区,長島　忠美,自民,前,81176,57.33,win,1
新潟,新潟５区,森　ゆうこ,生活,新,47420,33.49,lose,1
新潟,新潟５区,服部　耕一,共産,新,12993,9.18,lose,0
新潟,新潟６区,高鳥　修一,自民,前,83638,52.7,win,1
新潟,新潟６区,梅谷　守,民主,新,62766,39.55,lose,1
新潟,新潟６区,高橋　ミキ子,共産,新,12315,7.76,lose,0
富山,富山１区,田畑　裕明,自民,前,70085,58.83,win,1
富山,富山１区,吉田　豊史,維新,新,39249,32.95,PR-win,1
富山,富山１区,高橋　渡,共産,新,9795,8.22,lose,0
富山,富山２区,宮腰　光寛,自民,前,82898,70.61,win,1
富山,富山２区,東　篤,社民,新,23350,19.89,lose,1
富山,富山２区,平崎　功,共産,新,11158,9.5,lose,0
富山,富山３区,橘　慶一郎,自民,前,138991,81.23,win,1
富山,富山３区,坂本　洋史,共産,新,32118,18.77,lose,0
石川,石川１区,馳　浩,自民,前,76422,50.7,win,1
石川,石川１区,田中　美絵子,民主,元,59590,39.53,lose,1
石川,石川１区,亀田　良典,共産,新,14720,9.77,lose,0
石川,石川２区,佐々木　紀,自民,前,110583,75.46,win,1
石川,石川２区,西村　祐士,共産,新,30889,21.08,lose,0
石川,石川２区,浜崎　茂,無所,新,5075,3.46,lose,0
石川,石川３区,北村　茂男,自民,前,71384,49.56,win,1
石川,石川３区,近藤　和也,民主,元,64940,45.08,lose,1
石川,石川３区,渡辺　裕子,共産,新,7726,5.36,lose,0
福井,福井１区,稲田　朋美,自民,前,116855,64.84,win,1
福井,福井１区,鈴木　宏治,維新,新,47802,26.52,lose,1
福井,福井１区,金元　幸枝,共産,新,15561,8.63,lose,0
福井,福井２区,高木　毅,自民,前,83086,61.52,win,1
福井,福井２区,辻　一憲,民主,新,42032,31.12,lose,1
福井,福井２区,宇野　邦弘,共産,新,9941,7.36,lose,0
山梨,山梨１区,中島　克仁,民主,前,102111,43.96,win,1
山梨,山梨１区,宮川　典子,自民,前,101026,43.5,PR-win,1
山梨,山梨１区,遠藤　昭子,共産,新,29125,12.54,lose,1
山梨,山梨２区,長崎　幸太郎,無所,前,85117,50.72,win,0
山梨,山梨２区,堀内　詔子,自民,前,68109,40.59,PR-win,1
山梨,山梨２区,秋山　晃一,共産,新,14578,8.69,lose,0
長野,長野１区,篠原　孝,民主,前,96333,45.82,win,1
長野,長野１区,小松　裕,自民,前,74137,35.26,PR-win,1
長野,長野１区,武田　良介,共産,新,26903,12.8,lose,0
長野,長野１区,宮沢　隆仁,次世,前,12888,6.13,lose,1
長野,長野２区,務台　俊介,自民,前,75718,37.02,win,1
長野,長野２区,下条　みつ,民主,元,63558,31.08,lose,1
長野,長野２区,百瀬　智之,維新,前,41232,20.16,lose,1
長野,長野２区,清沢　達也,共産,新,24006,11.74,lose,0
長野,長野３区,井出　庸生,維新,前,77289,34.35,win,1
長野,長野３区,寺島　義幸,民主,前,63397,28.18,lose,1
長野,長野３区,木内　均,自民,前,56365,25.05,PR-win,1
長野,長野３区,唐沢　千晶,共産,新,27947,12.42,lose,0
長野,長野４区,後藤　茂之,自民,前,63121,46.07,win,1
長野,長野４区,矢崎　公二,民主,元,51816,37.82,lose,1
長野,長野４区,上田　秀昭,共産,新,22068,16.11,lose,1
長野,長野５区,宮下　一郎,自民,前,91089,54.67,win,1
長野,長野５区,中嶋　康介,民主,新,46595,27.96,lose,1
長野,長野５区,水野　力夫,共産,新,28947,17.37,lose,0
岐阜,岐阜１区,野田　聖子,自民,前,82434,57.45,win,1
岐阜,岐阜１区,吉田　里江,民主,新,38402,26.76,lose,1
岐阜,岐阜１区,大須賀　志津香,共産,新,22647,15.78,lose,0
岐阜,岐阜２区,棚橋　泰文,自民,前,108234,75.52,win,1
岐阜,岐阜２区,森桜　房義,共産,新,35092,24.48,lose,0
岐阜,岐阜３区,武藤　容治,自民,前,107872,52.56,win,1
岐阜,岐阜３区,園田　康博,民主,元,77074,37.56,lose,1
岐阜,岐阜３区,服部　頼義,共産,新,20276,9.88,lose,0
岐阜,岐阜４区,金子　一義,自民,前,104139,51.43,win,1
岐阜,岐阜４区,今井　雅人,維新,前,80042,39.53,PR-win,1
岐阜,岐阜４区,伊島　明博,共産,新,18325,9.05,lose,0
岐阜,岐阜５区,古屋　圭司,自民,前,90116,55.82,win,1
岐阜,岐阜５区,阿知波　吉信,民主,元,53111,32.9,lose,1
岐阜,岐阜５区,鷹見　信義,共産,新,18215,11.28,lose,0
静岡,静岡１区,上川　陽子,自民,前,89544,44.9,win,1
静岡,静岡１区,小池　政就,維新,前,47986,24.06,lose,1
静岡,静岡１区,牧野　聖修,民主,元,45238,22.68,lose,1
静岡,静岡１区,河瀬　幸代,共産,新,16682,8.36,lose,0
静岡,静岡２区,井林　辰憲,自民,前,129311,59.94,win,1
静岡,静岡２区,松尾　勉,民主,新,63078,29.24,lose,1
静岡,静岡２区,四ツ谷　恵,共産,新,23340,10.82,lose,0
静岡,静岡３区,宮沢　博行,自民,前,105347,49.82,win,1
静岡,静岡３区,小山　展弘,民主,元,87800,41.52,PR-win,1
静岡,静岡３区,松浦　敏夫,共産,新,18298,8.65,lose,0
静岡,静岡４区,望月　義夫,自民,前,92416,53.27,win,1
静岡,静岡４区,田村　謙治,民主,元,66771,38.49,lose,1
静岡,静岡４区,杉田　保雄,共産,新,14305,8.25,lose,0
静岡,静岡５区,細野　豪志,民主,前,143012,58.56,win,0
静岡,静岡５区,吉川　赳,自民,前,84574,34.63,lose,1
静岡,静岡５区,大庭　桃子,共産,新,16638,6.81,lose,0
静岡,静岡６区,渡辺　周,民主,前,114161,48.55,win,1
静岡,静岡６区,勝俣　孝明,自民,前,102714,43.68,PR-win,1
静岡,静岡６区,佐藤　龍彦,共産,新,18276,7.77,lose,0
静岡,静岡７区,城内　実,自民,前,132698,70.93,win,1
静岡,静岡７区,松本　泰高,民主,新,37654,20.13,lose,1
静岡,静岡７区,野沢　正司,共産,新,16743,8.95,lose,0
静岡,静岡８区,塩谷　立,自民,前,98485,50.87,win,1
静岡,静岡８区,源馬　謙太郎,維新,新,62798,32.43,lose,1
静岡,静岡８区,落合　勝二,共産,新,16658,8.6,lose,0
静岡,静岡８区,古橋　和大,無所,新,15671,8.09,lose,0
愛知,愛知１区,熊田　裕通,自民,前,73003,42.39,win,1
愛知,愛知１区,吉田　統彦,民主,元,49230,28.59,lose,1
愛知,愛知１区,大野　宙光,共産,新,20143,11.7,lose,1
愛知,愛知１区,広沢　一郎,諸派,新,18343,10.65,lose,0
愛知,愛知１区,身玉山　宗三郎,次世,新,6422,3.73,lose,1
愛知,愛知１区,平山　良平,社民,新,5076,2.95,lose,0
愛知,愛知２区,古川　元久,民主,前,102058,52.92,win,1
愛知,愛知２区,東郷　哲也,自民,前,67681,35.09,lose,1
愛知,愛知２区,黒田　二郎,共産,新,23128,11.99,lose,0
愛知,愛知３区,近藤　昭一,民主,前,82422,41.45,win,1
愛知,愛知３区,池田　佳隆,自民,前,72353,36.39,PR-win,1
愛知,愛知３区,石川　寿,共産,新,22676,11.4,lose,0
愛知,愛知３区,増田　成美,諸派,新,14416,7.25,lose,0
愛知,愛知３区,井桁　亮,次世,新,6984,3.51,lose,0
愛知,愛知４区,工藤　彰三,自民,前,66213,38.58,win,1
愛知,愛知４区,牧　義夫,維新,元,47291,27.56,PR-win,1
愛知,愛知４区,刀禰　勝之,民主,新,36285,21.14,lose,1
愛知,愛知４区,高橋　祐介,共産,新,21828,12.72,lose,1
愛知,愛知５区,赤松　広隆,民主,前,84226,44.53,win,1
愛知,愛知５区,神田　憲次,自民,前,71616,37.86,PR-win,1
愛知,愛知５区,藤井　博樹,共産,新,23069,12.2,lose,0
愛知,愛知５区,安田　庄一,次世,新,10231,5.41,lose,1
愛知,愛知６区,丹羽　秀樹,自民,前,106887,52.01,win,1
愛知,愛知６区,森本　和義,民主,元,66037,32.13,lose,1
愛知,愛知６区,柳沢　けさ美,共産,新,32607,15.86,lose,0
愛知,愛知７区,山尾　志桜里,民主,元,113474,46.6,win,1
愛知,愛知７区,鈴木　淳司,自民,前,108151,44.42,PR-win,1
愛知,愛知７区,郷右近　修,共産,新,21872,8.98,lose,0
愛知,愛知８区,伊藤　忠彦,自民,前,109723,47.57,win,1
愛知,愛知８区,伴野　豊,民主,元,99058,42.95,PR-win,1
愛知,愛知８区,長友　忠弘,共産,新,21859,9.48,lose,0
愛知,愛知９区,長坂　康正,自民,前,98594,47.27,win,1
愛知,愛知９区,岡本　充功,民主,元,85967,41.22,PR-win,1
愛知,愛知９区,渡辺　裕,共産,新,24003,11.51,lose,0
愛知,愛知１０区,江崎　鉄磨,自民,前,91978,44.49,win,1
愛知,愛知１０区,杉本　和巳,無所,前,45702,22.11,lose,0
愛知,愛知１０区,小林　弘子,民主,新,43672,21.13,lose,1
愛知,愛知１０区,板倉　正文,共産,新,25376,12.28,lose,0
愛知,愛知１１区,古本　伸一郎,民主,前,126498,52.59,win,1
愛知,愛知１１区,八木　哲也,自民,前,97167,40.39,PR-win,1
愛知,愛知１１区,牧田　充生,共産,新,16883,7.02,lose,0
愛知,愛知１２区,重徳　和彦,維新,前,131618,48.49,win,1
愛知,愛知１２区,青山　周平,自民,前,118165,43.54,PR-win,1
愛知,愛知１２区,牧野　次郎,共産,新,21637,7.97,lose,0
愛知,愛知１３区,大西　健介,民主,前,116652,49.62,win,1
愛知,愛知１３区,大見　正,自民,前,101144,43.03,PR-win,1
愛知,愛知１３区,宮地　勲,共産,新,17285,7.35,lose,0
愛知,愛知１４区,今枝　宗一郎,自民,前,77513,50.17,win,1
愛知,愛知１４区,鈴木　克昌,民主,前,62103,40.2,PR-win,1
愛知,愛知１４区,袴田　富治,共産,新,14872,9.63,lose,0
愛知,愛知１５区,根本　幸典,自民,前,97152,52.58,win,1
愛知,愛知１５区,関　健一郎,民主,新,64480,34.9,lose,1
愛知,愛知１５区,串田　真吾,共産,新,23143,12.52,lose,0
三重,三重１区,川崎　二郎,自民,前,88219,52.98,win,1
三重,三重１区,松田　直久,維新,新,56504,33.93,PR-win,1
三重,三重１区,橋本　マサ子,共産,新,21785,13.08,lose,0
三重,三重２区,中川　正春,民主,前,91676,52.77,win,1
三重,三重２区,島田　佳和,自民,前,63187,36.37,PR-win,1
三重,三重２区,中野　武史,共産,新,18849,10.85,lose,0
三重,三重３区,岡田　克也,民主,前,120950,64.03,win,1
三重,三重３区,嶋田　幸司,自民,新,53659,28.41,lose,1
三重,三重３区,釜井　敏行,共産,新,14293,7.57,lose,0
三重,三重４区,田村　憲久,自民,前,94725,74.5,win,1
三重,三重４区,松木　豊年,共産,新,32429,25.5,lose,0
三重,三重５区,三ツ矢　憲生,自民,前,86104,54.44,win,0
三重,三重５区,藤田　大助,民主,元,58884,37.23,lose,1
三重,三重５区,内藤　弘一,共産,新,13170,8.33,lose,0
滋賀,滋賀１区,大岡　敏孝,自民,前,78567,46.24,win,1
滋賀,滋賀１区,川端　達夫,民主,前,69543,40.93,PR-win,1
滋賀,滋賀１区,佐藤　耕平,共産,新,21790,12.83,lose,0
滋賀,滋賀２区,上野　賢一郎,自民,前,65102,48.82,win,1
滋賀,滋賀２区,田島　一成,民主,元,54095,40.56,PR-win,1
滋賀,滋賀２区,中川　睦子,共産,新,14163,10.62,lose,0
滋賀,滋賀３区,武村　展英,自民,前,70789,53.83,win,1
滋賀,滋賀３区,小川　泰江,民主,新,46593,35.43,lose,1
滋賀,滋賀３区,西川　仁,共産,新,14113,10.73,lose,0
滋賀,滋賀４区,武藤　貴也,自民,前,60460,38.75,win,1
滋賀,滋賀４区,岩永　裕貴,維新,前,40993,26.27,lose,1
滋賀,滋賀４区,徳永　久志,民主,新,40902,26.21,lose,1
滋賀,滋賀４区,西沢　耕一,共産,新,13687,8.77,lose,0
京都,京都１区,伊吹　文明,自民,前,73684,40.56,win,0
京都,京都１区,穀田　恵二,共産,前,53379,29.38,PR-win,1
京都,京都１区,田坂　幾太,維新,新,36353,20.01,lose,1
京都,京都１区,平　智之,無所,元,17307,9.53,lose,0
京都,京都１区,蜷川　澄村,無所,新,960,0.53,lose,0
京都,京都２区,前原　誠司,民主,前,66227,50.44,win,1
京都,京都２区,上中　康司,自民,新,37180,28.32,lose,1
京都,京都２区,原　俊史,共産,新,27888,21.24,lose,0
京都,京都３区,宮崎　謙介,自民,前,59437,35.84,win,1
京都,京都３区,泉　健太,民主,前,54900,33.11,PR-win,1
京都,京都３区,石村　和子,共産,新,26655,16.07,lose,1
京都,京都３区,清水　鴻一郎,維新,前,24840,14.98,lose,1
京都,京都４区,田中　英之,自民,前,75744,39.14,win,1
京都,京都４区,北神　圭朗,民主,元,58692,30.33,lose,1
京都,京都４区,吉田　幸一,共産,新,32895,17.0,lose,0
京都,京都４区,畑本　久仁枝,維新,新,26175,13.53,lose,1
京都,京都５区,谷垣　禎一,自民,前,76733,56.64,win,1
京都,京都５区,小原　舞,民主,元,39178,28.92,lose,1
京都,京都５区,山内　健,共産,新,19558,14.44,lose,0
京都,京都６区,山井　和則,民主,前,102030,44.27,win,1
京都,京都６区,安藤　裕,自民,前,94736,41.11,PR-win,1
京都,京都６区,上條　亮一,共産,新,33690,14.62,lose,0
大阪,大阪１区,井上　英孝,維新,前,75016,42.35,win,1
大阪,大阪１区,大西　宏幸,自民,新,71648,40.45,PR-win,1
大阪,大阪１区,柴山　昇,共産,新,30463,17.2,lose,0
大阪,大阪２区,左藤　章,自民,前,78326,46.47,win,1
大阪,大阪２区,椎木　保,維新,前,56025,33.24,lose,1
大阪,大阪２区,山本　陽子,共産,新,34184,20.28,lose,0
大阪,大阪３区,佐藤　茂樹,公明,前,84943,57.21,win,0
大阪,大阪３区,渡部　結,共産,新,63529,42.79,lose,0
大阪,大阪４区,中山　泰秀,自民,前,82538,38.87,win,1
大阪,大阪４区,吉村　洋文,維新,新,74101,34.9,PR-win,1
大阪,大阪４区,清水　忠史,共産,新,31478,14.83,PR-win,1
大阪,大阪４区,吉田　治,無所,元,24213,11.4,lose,0
大阪,大阪５区,国重　徹,公明,前,92681,57.53,win,0
大阪,大阪５区,石井　美鈴,共産,新,68430,42.47,lose,0
大阪,大阪６区,伊佐　進一,公明,前,94308,56.35,win,0
大阪,大阪６区,渡司　考一,共産,新,42265,25.25,lose,0
大阪,大阪６区,村上　史好,生活,前,30792,18.4,lose,1
大阪,大阪７区,渡嘉敷　奈緒美,自民,前,81109,43.2,win,1
大阪,大阪７区,上西　小百合,維新,前,67719,36.07,PR-win,1
大阪,大阪７区,村口　久美子,共産,新,38928,20.73,lose,0
大阪,大阪８区,大塚　高司,自民,前,67055,40.58,win,1
大阪,大阪８区,木下　智彦,維新,前,62522,37.84,PR-win,1
大阪,大阪８区,山端　光子,共産,新,19897,12.04,lose,0
大阪,大阪８区,服部　良一,社民,元,11286,6.83,lose,1
大阪,大阪８区,上田　孝之,次世,新,4465,2.7,lose,1
大阪,大阪９区,原田　憲治,自民,前,95667,41.33,win,1
大阪,大阪９区,足立　康史,維新,前,91400,39.48,PR-win,1
大阪,大阪９区,垣田　千恵子,共産,新,31165,13.46,lose,0
大阪,大阪９区,辻　恵,無所,元,13264,5.73,lose,0
大阪,大阪１０区,辻元　清美,民主,前,61725,34.35,win,1
大阪,大阪１０区,大隈　和英,自民,新,53160,29.58,PR-win,1
大阪,大阪１０区,松浪　健太,維新,前,50516,28.11,PR-win,1
大阪,大阪１０区,浅沼　和仁,共産,新,14318,7.97,lose,0
大阪,大阪１１区,佐藤　ゆかり,自民,元,73931,34.56,win,1
大阪,大阪１１区,平野　博文,民主,元,61216,28.62,PR-win,1
大阪,大阪１１区,伊東　信久,維新,前,58321,27.26,PR-win,1
大阪,大阪１１区,三和　智之,共産,新,20449,9.56,lose,0
大阪,大阪１２区,北川　知克,自民,前,68817,40.01,win,1
大阪,大阪１２区,樽床　伸二,民主,元,43265,25.16,lose,1
大阪,大阪１２区,堅田　壮一郎,維新,新,41649,24.22,lose,1
大阪,大阪１２区,吉井　芳子,共産,新,18257,10.62,lose,0
大阪,大阪１３区,宗清　皇一,自民,新,91931,49.31,win,1
大阪,大阪１３区,西野　弘一,次世,前,61136,32.79,lose,1
大阪,大阪１３区,荒谷　恵美子,共産,新,33384,17.9,lose,0
大阪,大阪１４区,谷畑　孝,維新,前,78332,38.76,win,1
大阪,大阪１４区,長尾　敬,自民,元,76555,37.88,PR-win,1
大阪,大阪１４区,野沢　倫昭,共産,新,35194,17.41,lose,0
大阪,大阪１４区,三宅　博,次世,前,12030,5.95,lose,1
大阪,大阪１５区,竹本　直一,自民,前,86297,45.04,win,0
大阪,大阪１５区,浦野　靖人,維新,前,74483,38.87,PR-win,1
大阪,大阪１５区,為　仁史,共産,新,30840,16.09,lose,0
大阪,大阪１６区,北側　一雄,公明,前,66673,43.19,win,0
大阪,大阪１６区,森山　浩行,民主,元,38331,24.83,lose,1
大阪,大阪１６区,西村　真悟,次世,前,26567,17.21,lose,1
大阪,大阪１６区,益　修一,共産,新,22809,14.77,lose,0
大阪,大阪１７区,馬場　伸幸,維新,前,70196,43.72,win,1
大阪,大阪１７区,岡下　昌平,自民,新,63219,39.37,PR-win,1
大阪,大阪１７区,吉岡　孝嘉,共産,新,27151,16.91,lose,0
大阪,大阪１８区,遠藤　敬,維新,前,88638,44.24,win,1
大阪,大阪１８区,神谷　昇,自民,新,82460,41.15,PR-win,1
大阪,大阪１８区,矢野　忠重,共産,新,29275,14.61,lose,0
大阪,大阪１９区,丸山　穂高,維新,前,56119,36.9,win,1
大阪,大阪１９区,谷川　とむ,自民,新,51223,33.68,PR-win,1
大阪,大阪１９区,長安　豊,民主,元,33010,21.7,lose,1
大阪,大阪１９区,北村　みき,共産,新,11740,7.72,lose,0
兵庫,兵庫１区,井坂　信彦,維新,前,84822,46.23,win,1
兵庫,兵庫１区,盛山　正仁,自民,前,72791,39.67,PR-win,1
兵庫,兵庫１区,筒井　哲二朗,共産,新,25875,14.1,lose,0
兵庫,兵庫２区,赤羽　一嘉,公明,前,78131,49.29,win,0
兵庫,兵庫２区,向山　好一,民主,元,48796,30.79,lose,1
兵庫,兵庫２区,平松　順子,共産,新,31575,19.92,lose,0
兵庫,兵庫３区,関　芳弘,自民,前,63022,40.01,win,1
兵庫,兵庫３区,新原　秀人,維新,前,33062,20.99,lose,1
兵庫,兵庫３区,横畑　和幸,民主,新,24402,15.49,lose,1
兵庫,兵庫３区,和田　有一朗,次世,新,19343,12.28,lose,1
兵庫,兵庫３区,冨士谷　香恵子,共産,新,17690,11.23,lose,0
兵庫,兵庫４区,藤井　比早之,自民,前,111544,54.67,win,1
兵庫,兵庫４区,永井　寿也,維新,新,62506,30.63,lose,1
兵庫,兵庫４区,林　政人,共産,新,29990,14.7,lose,0
兵庫,兵庫５区,谷　公一,自民,前,110439,56.94,win,1
兵庫,兵庫５区,三木　圭恵,維新,前,60337,31.11,lose,1
兵庫,兵庫５区,西中　孝男,共産,新,23189,11.96,lose,0
兵庫,兵庫６区,大串　正樹,自民,前,116328,48.93,win,1
兵庫,兵庫６区,辻　泰弘,民主,新,61902,26.04,lose,1
兵庫,兵庫６区,吉岡　健次,共産,新,34647,14.57,lose,0
兵庫,兵庫６区,杉田　水脈,次世,前,24877,10.46,lose,1
兵庫,兵庫７区,山田　賢司,自民,前,89813,36.93,win,1
兵庫,兵庫７区,畠中　光成,維新,前,63856,26.26,lose,1
兵庫,兵庫７区,石井　登志郎,民主,元,39357,16.18,lose,1
兵庫,兵庫７区,大前　春代,無所,新,28161,11.58,lose,0
兵庫,兵庫７区,浜本　鶴男,共産,新,21996,9.05,lose,0
兵庫,兵庫８区,中野　洋昌,公明,前,94687,60.88,win,0
兵庫,兵庫８区,庄本　悦子,共産,新,60849,39.12,lose,0
兵庫,兵庫９区,西村　康稔,自民,前,126491,74.76,win,1
兵庫,兵庫９区,新町　美千代,共産,新,42694,25.24,lose,0
兵庫,兵庫１０区,渡海　紀三朗,自民,前,89792,54.33,win,1
兵庫,兵庫１０区,松井　雅博,維新,新,51316,31.05,lose,1
兵庫,兵庫１０区,井沢　孝典,共産,新,24162,14.62,lose,0
兵庫,兵庫１１区,松本　剛明,民主,前,90182,49.61,win,1
兵庫,兵庫１１区,頭師　暢秀,自民,新,74562,41.02,lose,1
兵庫,兵庫１１区,苦瓜　一成,共産,新,17020,9.36,lose,0
兵庫,兵庫１２区,山口　壮,無所,前,77654,47.63,win,0
兵庫,兵庫１２区,戸井田　真太郎,無所,新,42664,26.17,lose,0
兵庫,兵庫１２区,村上　賀厚,維新,新,27835,17.07,lose,1
兵庫,兵庫１２区,堀　譲,共産,新,14871,9.12,lose,0
奈良,奈良１区,馬淵　澄夫,民主,前,79265,48.41,win,1
奈良,奈良１区,小林　茂樹,自民,前,67473,41.21,lose,1
奈良,奈良１区,谷川　和広,共産,新,16996,10.38,lose,1
奈良,奈良２区,高市　早苗,自民,前,96218,61.31,win,1
奈良,奈良２区,中村　哲治,生活,元,38781,24.71,lose,1
奈良,奈良２区,和泉　信丈,共産,新,21937,13.98,lose,0
奈良,奈良３区,奥野　信亮,自民,前,79334,52.64,win,1
奈良,奈良３区,栗原　絵里子,維新,新,46556,30.89,lose,1
奈良,奈良３区,正木　敦,共産,新,24828,16.47,lose,0
奈良,奈良４区,田野瀬　太道,自民,前,86442,61.25,win,1
奈良,奈良４区,大西　孝典,民主,元,42050,29.79,lose,1
奈良,奈良４区,山崎　タヨ,共産,新,12643,8.96,lose,0
和歌山,和歌山１区,岸本　周平,民主,前,67740,47.8,win,1
和歌山,和歌山１区,門　博文,自民,前,59937,42.3,PR-win,1
和歌山,和歌山１区,国重　秀明,共産,新,14027,9.9,lose,0
和歌山,和歌山２区,石田　真敏,自民,前,71167,56.31,win,1
和歌山,和歌山２区,阪口　直人,維新,前,39799,31.49,lose,1
和歌山,和歌山２区,富岡　清彦,共産,新,15415,12.2,lose,0
和歌山,和歌山３区,二階　俊博,自民,前,108257,76.5,win,0
和歌山,和歌山３区,原　矢寸久,共産,新,33260,23.5,lose,1
鳥取,鳥取１区,石破　茂,自民,前,93105,80.27,win,1
鳥取,鳥取１区,塚田　成幸,共産,新,22888,19.73,lose,0
鳥取,鳥取２区,赤沢　亮正,自民,前,76579,56.25,win,1
鳥取,鳥取２区,湯原　俊二,民主,元,49297,36.21,lose,1
鳥取,鳥取２区,福住　英行,共産,新,10270,7.54,lose,0
島根,島根１区,細田　博之,自民,前,100376,64.26,win,1
島根,島根１区,和田　章一郎,民主,新,38346,24.55,lose,1
島根,島根１区,上代　善雄,共産,新,17479,11.19,lose,0
島根,島根２区,竹下　亘,自民,前,123584,69.19,win,1
島根,島根２区,山本　誉,社民,新,34558,19.35,lose,1
島根,島根２区,向瀬　慎一,共産,新,20479,11.47,lose,0
岡山,岡山１区,逢沢　一郎,自民,前,90059,55.83,win,1
岡山,岡山１区,高井　崇志,維新,元,56135,34.8,PR-win,1
岡山,岡山１区,向谷　千鳥,共産,新,15105,9.36,lose,0
岡山,岡山２区,山下　貴司,自民,前,71436,49.59,win,1
岡山,岡山２区,津村　啓介,民主,前,56951,39.54,PR-win,1
岡山,岡山２区,井上　素子,共産,新,15652,10.87,lose,0
岡山,岡山３区,平沼　赳夫,次世,前,73852,49.18,win,1
岡山,岡山３区,阿部　俊子,自民,前,57647,38.39,PR-win,1
岡山,岡山３区,古松　国昭,共産,新,18654,12.42,lose,0
岡山,岡山４区,橋本　岳,自民,前,91189,50.62,win,1
岡山,岡山４区,柚木　道義,民主,前,75338,41.82,PR-win,1
岡山,岡山４区,垣内　雄一,共産,新,13629,7.57,lose,0
岡山,岡山５区,加藤　勝信,自民,前,105969,79.28,win,1
岡山,岡山５区,美見　芳明,共産,新,27693,20.72,lose,0
広島,広島１区,岸田　文雄,自民,前,96236,65.73,win,1
広島,広島１区,白坂　理香,維新,新,25452,17.38,lose,1
広島,広島１区,大西　理,共産,新,18737,12.8,lose,0
広島,広島１区,伊藤　真二,次世,新,5986,4.09,lose,1
広島,広島２区,平口　洋,自民,前,102719,52.21,win,1
広島,広島２区,松本　大輔,民主,元,77234,39.26,lose,1
広島,広島２区,藤本　聡志,共産,新,16794,8.54,lose,0
広島,広島３区,河井　克行,自民,前,85311,50.67,win,1
広島,広島３区,橋本　博明,民主,元,66549,39.52,lose,1
広島,広島３区,清水　貞子,共産,新,16514,9.81,lose,0
広島,広島４区,中川　俊直,自民,前,89748,64.93,win,1
広島,広島４区,中丸　啓,次世,前,26977,19.52,lose,1
広島,広島４区,中石　仁,共産,新,21500,15.55,lose,0
広島,広島５区,寺田　稔,自民,前,95526,77.71,win,1
広島,広島５区,尾崎　光,共産,新,27406,22.29,lose,0
広島,広島６区,亀井　静香,無所,前,89756,52.16,win,0
広島,広島６区,小島　敏文,自民,前,65494,38.06,PR-win,1
広島,広島６区,寺田　明充,共産,新,16839,9.79,lose,0
広島,広島７区,小林　史明,自民,前,101809,58.24,win,1
広島,広島７区,村田　享子,民主,新,40000,22.88,lose,1
