"year","ku","kun","party","name","age","status","nocand","wl","rank","previous","vote","voteshare","eligible","turnout","exp","experience","expm"
2009,"mie",4,"H","TAKARA, YUZO",36,"challenger",3,"lost",3,0,2018,1.2,243958,72.59,1582114,0,1.582114
2009,"mie",5,"LDP","MITSUYA, NORIO",58,"incumbent",3,"won",1,3,105188,49.9,289477,74.09,8253972,1,8.253972
2009,"mie",5,"DPJ","FUJITA, DAISUKE",32,"challenger",3,"zombie",2,1,102377,48.6,289477,74.09,6383051,0,6.383051
2009,"mie",5,"H","OHARA, SHINOBU",58,"challenger",3,"lost",3,0,3228,1.5,289477,74.09,2263512,0,2.263512
2009,"miyagi",1,"DPJ","KORI, KAZUKO",52,"incumbent",5,"won",1,2,149980,58.5,402329,64.78,8064340,1,8.06434
2009,"miyagi",1,"LDP","DOI, TORU",51,"incumbent",5,"lost",2,1,87401,34.1,402329,64.78,10491528,1,10.491528
2009,"miyagi",1,"JCP","KADONO, TATSUYA",50,"challenger",5,"lost",3,0,14547,5.7,402329,64.78,3020782,0,3.020782
2009,"miyagi",1,"independent","YAJIMA, TAKAOMI",26,"challenger",5,"lost",4,0,2987,1.2,402329,64.78,612000,0,0.612
2009,"miyagi",1,"H","ENDA, KEIICHI",58,"challenger",5,"lost",5,0,1344,0.5,402329,64.78,2075889,0,2.075889
2009,"miyagi",2,"DPJ","SAITO, YASUNORI",40,"challenger",4,"won",1,1,158041,58.8,421735,65.01,6595565,0,6.595565
2009,"miyagi",2,"LDP","NAKANO, MASASHI",61,"incumbent",4,"lost",2,1,98517,36.7,421735,65.01,14043657,1,14.043657
2009,"miyagi",2,"independent","SATO, YUTAKA",56,"challenger",4,"lost",3,0,9912,3.7,421735,65.01,4558570,0,4.55857
2009,"miyagi",2,"H","ABE, MASATO",42,"challenger",4,"lost",4,0,2086,0.8,421735,65.01,1702743,0,1.702743
2009,"miyagi",3,"DPJ","HASHIMOTO, KIYOHITO",38,"ex",3,"won",1,2,108718,55,289304,69.57,4892833,1,4.892833
2009,"miyagi",3,"LDP","NISHIMURA, AKIHIRO",49,"incumbent",3,"lost",2,2,85897,43.5,289304,69.57,10905147,1,10.905147
2009,"miyagi",3,"H","KOBAYASHI, MUTSUAKI",38,"challenger",3,"lost",3,0,2895,1.5,289304,69.57,1818747,0,1.818747
2009,"miyagi",4,"DPJ","ISHIYAMA, KEIKI",39,"challenger",4,"won",1,1,119926,55.5,332136,69.4,8397265,0,8.397265
2009,"miyagi",4,"LDP","ITO, SHINTARO",56,"incumbent",4,"lost",2,3,92610,42.8,332136,69.4,7909602,1,7.909602
2009,"miyagi",4,"JCP","KATO, MIKIO",45,"challenger",4,"lost",3,0,1181,0.5,332136,69.4,1859000,0,1.859
2009,"miyagi",4,"H","MURAKAMI, YOSHIAKI",36,"challenger",4,"lost",4,0,2424,1.1,332136,69.4,1792140,0,1.79214
2009,"miyagi",5,"DPJ","AZUMI, JUN",47,"incumbent",2,"won",1,5,89484,58.6,226277,68.48,4396513,1,4.396513
2009,"miyagi",5,"LDP","SAITO, MASAMITSU",54,"challenger",2,"lost",2,0,63303,41.4,226277,68.48,6661235,0,6.661235
2009,"miyagi",6,"LDP","ONODERA, ITSUNORI",49,"incumbent",3,"won",1,4,100832,63.7,232919,69.24,7378326,1,7.378326
2009,"miyagi",6,"SDP","KANNO, TETSUO",60,"incumbent",3,"lost",2,2,54133,34.2,232919,69.24,4427580,1,4.42758
2009,"miyagi",6,"H","UJIIE, TSUGIO",61,"challenger",3,"lost",3,0,3346,2.1,232919,69.24,1831454,0,1.831454
2009,"miyazaki",1,"independent","KAWAMURA, HIDESABURO",60,"challenger",5,"won",1,1,109411,48.3,344098,67.09,8534457,0,8.534457
2009,"miyazaki",1,"independent","NAKAYAMA, NARIAKI",66,"incumbent",5,"lost",2,6,55114,24.3,344098,67.09,10967778,1,10.967778
2009,"miyazaki",1,"independent","UESUGI, MITSUHIRO",67,"challenger",5,"lost",3,0,47116,20.8,344098,67.09,8757903,0,8.757903
2009,"miyazaki",1,"JCP","BABA, HIROMITSU",40,"challenger",5,"lost",4,0,11143,4.9,344098,67.09,1100965,0,1.100965
2009,"miyazaki",1,"H","TSURUMARU, CHIKA",44,"challenger",5,"lost",5,0,3726,1.6,344098,67.09,2157346,0,2.157346
2009,"miyazaki",2,"LDP","ETO, TAKU",49,"incumbent",4,"won",1,3,120567,57.3,295965,72.71,18555893,1,18.555893
2009,"miyazaki",2,"DPJ","DOKYU, SEIICHIRO",56,"challenger",4,"zombie",2,1,81997,39,295965,72.71,3592148,0,3.592148
2009,"miyazaki",2,"independent","OHARA, MORITO",57,"challenger",4,"lost",3,0,7609,3.6,295965,72.71,3496013,0,3.496013
2009,"miyazaki",2,"H","SHIMASAKI, YOSHIKAZU",54,"challenger",4,"lost",4,0,177,0.1,295965,72.71,1600802,0,1.600802
2009,"miyazaki",3,"LDP","FURUKAWA, YOSHIHISA",44,"incumbent",3,"won",1,3,131908,67.4,294460,67.81,9610487,1,9.610487
2009,"miyazaki",3,"SDP","MATSUMURA, HIDETOSHI",52,"challenger",3,"lost",2,0,58343,29.8,294460,67.81,4588505,0,4.588505
2009,"miyazaki",3,"H","MATSUBARA, SHINJI",49,"challenger",3,"lost",3,0,5460,2.8,294460,67.81,1650290,0,1.65029
2009,"nagano",1,"DPJ","SHINOHARA, TAKASHI",61,"incumbent",4,"won",1,3,161543,51.3,429859,74.27,8336060,1,8.33606
2009,"nagano",1,"LDP","KOSAKA, KENJI",63,"incumbent",4,"lost",2,6,124136,39.4,429859,74.27,10441558,1,10.441558
2009,"nagano",1,"JCP","YAMAGUCHI, NORIHISA",48,"challenger",4,"lost",3,0,26872,8.5,429859,74.27,2583040,0,2.58304
2009,"nagano",1,"H","YOKOTA, MOTOFUMI",31,"challenger",4,"lost",4,0,2535,0.8,429859,74.27,1273458,0,1.273458
2009,"nagano",2,"DPJ","SHIMOJO, MITSU",51,"incumbent",6,"won",1,3,158666,55.9,387779,74.47,9023605,1,9.023605
2009,"nagano",2,"LDP","MUTAI, SHUNSUKE",53,"challenger",6,"lost",2,0,79267,27.9,387779,74.47,8982920,0,8.98292
2009,"nagano",2,"SDP","NAKAGAWA, HIROJI",51,"challenger",6,"lost",3,0,18603,6.6,387779,74.47,4153899,0,4.153899
2009,"nagano",2,"JCP","KISHINO, MASAAKI",43,"challenger",6,"lost",4,0,18529,6.5,387779,74.47,951373,0,0.951373
2009,"nagano",2,"independent","KAMIJYO, SHOTARO",37,"challenger",6,"lost",5,0,6682,2.4,387779,74.47,58477,0,0.058477
2009,"nagano",2,"H","OTSUKI, HONAMI",53,"challenger",6,"lost",6,0,2118,0.7,387779,74.47,1879983,0,1.879983
2009,"nagano",3,"DPJ","HATA, TSUTOMU",74,"incumbent",4,"won",1,14,138614,47.5,401784,74.8,7611423,1,7.611423
2009,"nagano",3,"LDP","IWASAKI, TADAO",66,"ex",4,"lost",2,2,106574,36.5,401784,74.8,6757308,1,6.757308
2009,"nagano",3,"JCP","IWAYA, SHOSUKE",55,"challenger",4,"lost",3,0,40948,14,401784,74.8,2513587,0,2.513587
2009,"nagano",3,"H","EBARA, MANABU",52,"challenger",4,"lost",4,0,5576,1.9,401784,74.8,1710132,0,1.710132
2009,"nagano",4,"DPJ","YAZAKI, KOJI",49,"challenger",4,"won",1,1,106262,56.3,249373,77.01,5011764,0,5.011764
2009,"nagano",4,"LDP","GOTO, SHIGEYUKI",53,"incumbent",4,"lost",2,3,63118,33.4,249373,77.01,18433556,1,18.433556
2009,"nagano",4,"JCP","UEDA, HIDEAKI",55,"challenger",4,"lost",3,0,16575,8.8,249373,77.01,1661553,0,1.661553
2009,"nagano",4,"H","MASUZAWA, HIROAKI",48,"challenger",4,"lost",4,0,2878,1.5,249373,77.01,3133939,0,3.133939
2009,"nagano",5,"DPJ","KATO, MANABU",40,"challenger",5,"won",1,1,107300,46.9,291541,79.4,5565215,0,5.565215
2009,"nagano",5,"LDP","MIYASHITA, ICHIRO",51,"incumbent",5,"lost",2,2,91836,40.2,291541,79.4,18169374,1,18.169374
2009,"nagano",5,"JCP","MISAWA, YOSHIO",65,"challenger",5,"lost",3,0,14841,6.5,291541,79.4,701622,0,0.701622
2009,"nagano",5,"SDP","IKEDA, YUKIYO",37,"challenger",5,"lost",4,0,13576,5.9,291541,79.4,3334962,0,3.334962
2009,"nagano",5,"H","HARAYAMA, KOZO",47,"challenger",5,"lost",5,0,1176,0.5,291541,79.4,2073357,0,2.073357
2009,"nagasaki",1,"DPJ","TAKAGI, YOSHIAKI",63,"incumbent",4,"won",1,7,129044,55.3,352817,67.03,17847280,1,17.84728
2009,"nagasaki",1,"LDP","TOMIOKA, TSUTOMU",61,"incumbent",4,"lost",2,1,87297,37.4,352817,67.03,14109292,1,14.109292
2009,"nagasaki",1,"JCP","FUCHISE, EIKO",53,"challenger",4,"lost",3,0,14321,6.1,352817,67.03,1592114,0,1.592114
2009,"nagasaki",1,"H","EDA, KOICHI",51,"challenger",4,"lost",4,0,2527,1.1,352817,67.03,1559372,0,1.559372
2009,"nagasaki",2,"DPJ","FUKUDA, ERIKO",28,"challenger",5,"won",1,1,120672,50.4,333739,72.87,9338989,0,9.338989
2009,"nagasaki",2,"LDP","KYUMA, FUMIO",68,"incumbent",5,"lost",2,9,106206,44.3,333739,72.87,21008563,1,21.008563
2009,"nagasaki",2,"independent","AIURA, KIYOKO",45,"challenger",5,"lost",3,0,5703,2.4,333739,72.87,4037812,0,4.037812
2009,"nagasaki",2,"independent","YAMASAKI, TOSHIRO",29,"challenger",5,"lost",4,0,5070,2.1,333739,72.87,3276598,0,3.276598
2009,"nagasaki",2,"H","SHIBATA, AI",35,"challenger",5,"lost",5,0,1947,0.8,333739,72.87,1783061,0,1.783061
2009,"nagasaki",3,"DPJ","YAMADA, MASAHIKO",67,"incumbent",3,"won",1,5,79223,49.6,212785,76.57,12717417,1,12.717417
2009,"nagasaki",3,"LDP","TANIGAWA, YAICHI",68,"incumbent",3,"zombie",2,3,77316,48.4,212785,76.57,13289774,1,13.289774
2009,"nagasaki",3,"H","YAMADA, KIYOTO",43,"challenger",3,"lost",3,0,3263,2,212785,76.57,3766174,0,3.766174
2009,"nagasaki",4,"DPJ","MIYAJIMA, DAISUKE",46,"ex",3,"won",1,2,97912,50.3,280233,71.04,6597410,1,6.59741
2009,"nagasaki",4,"LDP","KITAMURA, SEIGO",62,"incumbent",3,"zombie",2,4,93428,48,280233,71.04,9657474,1,9.657474
2009,"nagasaki",4,"H","YAMADA, KOICHI",58,"challenger",3,"lost",3,0,3354,1.7,280233,71.04,1365691,0,1.365691
2009,"nara",1,"DPJ","MABUCHI, SUMIO",49,"incumbent",4,"won",1,3,120812,60.7,295931,68.38,3724314,1,3.724314
2009,"nara",1,"LDP","MORIOKA, MASAHIRO",66,"ex",4,"lost",2,1,61464,30.9,295931,68.38,11184706,1,11.184706
2009,"nara",1,"JCP","INOUE, YOSHIKO",45,"challenger",4,"lost",3,0,14732,7.4,295931,68.38,2117733,0,2.117733
2009,"nara",1,"H","KURIOKA, MAYUMI",49,"challenger",4,"lost",4,0,2137,1.1,295931,68.38,2213968,0,2.213968
2009,"nara",2,"DPJ","TAKI, MAKOTO",70,"incumbent",4,"won",1,5,98728,46.5,298265,72.6,6407042,1,6.407042
2009,"nara",2,"LDP","TAKAICHI, SANAE",48,"incumbent",4,"zombie",2,5,94879,44.7,298265,72.6,12541192,1,12.541192
2009,"nara",2,"JCP","NISHI, FUMIKO",74,"challenger",4,"lost",3,0,15727,7.4,298265,72.6,1454929,0,1.454929
2009,"nara",2,"H","TAKANA, TAKAKO",54,"challenger",4,"lost",4,0,2971,1.4,298265,72.6,1162878,0,1.162878
2009,"nara",3,"DPJ","YOSHIKAWA, MASASHIGE",45,"challenger",4,"won",1,1,111949,54.7,290935,71.85,5660710,0,5.66071
2009,"nara",3,"LDP","OKUNO, SHINSUKE",65,"incumbent",4,"lost",2,2,75600,37,290935,71.85,13528348,1,13.528348
2009,"nara",3,"JCP","MAMEDA, YOSHINORI",56,"challenger",4,"lost",3,0,14525,7.1,290935,71.85,1975026,0,1.975026
2009,"nara",3,"H","OZAKI, TAKANORI",27,"challenger",4,"lost",4,0,2514,1.2,290935,71.85,1264406,0,1.264406
2009,"nara",4,"LDP","TANOSE, RYOTARO",65,"incumbent",3,"won",1,6,95638,49.7,269294,73.23,12599124,1,12.599124
2009,"nara",4,"DPJ","ONISHI, TAKANORI",53,"challenger",3,"zombie",2,1,93803,48.7,269294,73.23,6960156,0,6.960156
2009,"nara",4,"H","AKAMATSU, AKIHIRO",52,"challenger",3,"lost",3,0,3170,1.6,269294,73.23,1244062,0,1.244062
2009,"niigata",1,"DPJ","NISHIMURA, CHINAMI",42,"incumbent",4,"won",1,3,169389,60.1,425456,67.48,5837408,1,5.837408
2009,"niigata",1,"LDP","YOSHIDA, ROKUZAEMON",69,"incumbent",4,"lost",2,3,90626,32.2,425456,67.48,9872845,1,9.872845
2009,"niigata",1,"JCP","TAKEDA, KATSUTOSHI",45,"challenger",4,"lost",3,0,17919,6.4,425456,67.48,1004066,0,1.004066
2009,"niigata",1,"H","MATSUMOTO, KOJI",49,"challenger",4,"lost",4,0,3690,1.3,425456,67.48,4209771,0,4.209771
2009,"niigata",2,"DPJ","WASHIO, EIICHIRO",32,"incumbent",4,"won",1,2,122686,52.3,315884,75.78,6569594,1,6.569594
2009,"niigata",2,"LDP","KONDO, MOTOHIKO",55,"incumbent",4,"lost",2,3,86960,37,315884,75.78,9248407,1,9.248407
2009,"niigata",2,"SDP","YONEYAMA, NOBORU",57,"challenger",4,"lost",3,0,22866,9.7,315884,75.78,4670970,0,4.67097
2009,"niigata",2,"H","SUGAWARA, SATOSHI",49,"challenger",4,"lost",4,0,2257,1,315884,75.78,1956216,0,1.956216
2009,"niigata",3,"DPJ","KUROIWA, TAKAHIRO",42,"challenger",3,"won",1,1,154985,66,323892,74.06,6761731,0,6.761731
2009,"niigata",3,"LDP","INABA, YAMATO",65,"incumbent",3,"lost",2,5,77058,32.8,323892,74.06,3047745,1,3.047745
2009,"niigata",3,"H","TOMIKAWA, MASAMISTU",36,"challenger",3,"lost",3,0,2668,1.1,323892,74.06,1849999,0,1.849999
2009,"niigata",4,"DPJ","KIKUTA, MAKIKO",39,"incumbent",3,"won",1,3,144230,62.5,321921,73.29,8016530,1,8.01653
2009,"niigata",4,"LDP","KURIHARA, YOJI",38,"challenger",3,"lost",2,0,82826,35.9,321921,73.29,2449995,0,2.449995
2009,"niigata",4,"H","SEKIYA, TAKESHI",38,"challenger",3,"lost",3,0,3660,1.6,321921,73.29,1975538,0,1.975538
2009,"niigata",5,"DPJ","TANAKA, MAKIKO",65,"incumbent",5,"won",1,6,103202,49.2,284942,75.52,6769073,1,6.769073
2009,"niigata",5,"LDP","YONEYAMA, RYUICHI",41,"challenger",5,"lost",2,0,86453,41.2,284942,75.52,12082793,0,12.082793
2009,"niigata",5,"SDP","IBE, SHOICHI",57,"challenger",5,"lost",3,0,17453,8.3,284942,75.52,4612697,0,4.612697
2009,"niigata",5,"independent","YAMADA, YOSHITAKA",58,"challenger",5,"lost",4,0,1458,0.7,284942,75.52,NA,0,NA
2009,"niigata",5,"H","KASAMAKI, KENYA",39,"challenger",5,"lost",5,0,1323,0.6,284942,75.52,2081513,0,2.081513
2009,"niigata",6,"DPJ","TSUTSUI, NOBUTAKA",64,"incumbent",4,"won",1,5,124894,55.4,298729,76.78,9789643,1,9.789643
2009,"niigata",6,"LDP","TAKATORI, SHUICHI",48,"incumbent",4,"lost",2,1,89672,39.7,298729,76.78,13381254,1,13.381254
2009,"niigata",6,"JCP","HASHIMOTO, MASAYUKI",61,"challenger",4,"lost",3,0,9222,4.1,298729,76.78,943111,0,0.943111
2009,"niigata",6,"H","KOKURYO, DAISEI",32,"challenger",4,"lost",4,0,1836,0.8,298729,76.78,2120962,0,2.120962
2009,"oita",1,"DPJ","KIRA, SHUJI",51,"incumbent",4,"won",1,3,141665,58.9,362058,67.57,5404421,1,5.404421
2009,"oita",1,"LDP","ANAMI, YOICHI",40,"challenger",4,"lost",2,0,80855,33.6,362058,67.57,12108282,0,12.108282
2009,"oita",1,"JCP","YAMASHITA, KAI",32,"challenger",4,"lost",3,0,14821,6.2,362058,67.57,1178245,0,1.178245
2009,"oita",1,"H","TAKAHATA, TAYOKO",56,"challenger",4,"lost",4,0,2983,1.2,362058,67.57,1692324,0,1.692324
2009,"oita",2,"SDP","SHIGENO, YASUMASA",67,"incumbent",3,"won",1,3,112090,50.1,307141,74.52,6965665,1,6.965665
2009,"oita",2,"LDP","ETO, SEISHIRO",68,"incumbent",3,"zombie",2,9,107124,47.9,307141,74.52,8020570,1,8.02057
2009,"oita",2,"H","NAGAOKA, ETSUKO",57,"challenger",3,"lost",3,0,4574,2,307141,74.52,1701470,0,1.70147
2009,"oita",3,"DPJ","YOKOMITSU, KATSUHIKO",65,"incumbent",3,"won",1,6,121031,51,322307,74.79,16479585,1,16.479585
2009,"oita",3,"LDP","IWAYA, TAKESHI",52,"incumbent",3,"zombie",2,5,112602,47.5,322307,74.79,6725323,1,6.725323
2009,"oita",3,"H","TOSHIMITSU, TETSUYA",56,"challenger",3,"lost",3,0,3489,1.5,322307,74.79,1489220,0,1.48922
2009,"okayama",1,"LDP","AISAWA, ICHIRO",55,"incumbent",4,"won",1,8,110345,48.3,344652,67.19,9541132,1,9.541132
2009,"okayama",1,"DPJ","TAKAI, TAKASHI",39,"challenger",4,"zombie",2,1,106269,46.5,344652,67.19,2205718,0,2.205718
2009,"okayama",1,"JCP","AZUMA, TSUYOSHI",33,"challenger",4,"lost",3,0,9877,4.3,344652,67.19,1005091,0,1.005091
2009,"okayama",1,"H","YASUHARA, SONOE",47,"challenger",4,"lost",4,0,2003,0.9,344652,67.19,1440280,0,1.44028
2009,"okayama",2,"DPJ","TSUMURA, KEISUKE",37,"incumbent",5,"won",1,3,102525,52.9,288735,68.62,10139097,1,10.139097
2009,"okayama",2,"LDP","HAGIWARA, SEIJI",53,"incumbent",5,"lost",2,1,64249,33.2,288735,68.62,10657986,1,10.657986
2009,"okayama",2,"independent","KUMASHIRO, AKIHIKO",69,"ex",5,"lost",3,4,19577,10.1,288735,68.62,4354636,1,4.354636
2009,"okayama",2,"NNP","AKAMATSU, KAZUTAKA",42,"challenger",5,"lost",4,0,6026,3.1,288735,68.62,2097427,0,2.097427
2009,"okayama",2,"H","TOITA, MICHIHIRO",49,"challenger",5,"lost",5,0,1384,0.7,288735,68.62,2118631,0,2.118631
2009,"okayama",3,"independent","HIRANUMA, TAKEO",70,"incumbent",4,"won",1,10,95871,46.6,294210,71.2,11925078,1,11.925078
2009,"okayama",3,"DPJ","NISHIMURA, KEITO",33,"challenger",4,"lost",2,0,54595,26.5,294210,71.2,5331102,0,5.331102
2009,"okayama",3,"LDP","ABE, TOSHIKO",50,"incumbent",4,"zombie",3,2,52626,25.6,294210,71.2,10840314,1,10.840314
2009,"okayama",3,"H","IKEDA, KYOICHIRO",39,"challenger",4,"lost",4,0,2611,1.3,294210,71.2,2051320,0,2.05132
2009,"okayama",4,"DPJ","YUNOKI, MICHIYOSHI",37,"incumbent",3,"won",1,2,134319,57,364284,66.08,9205997,1,9.205997
2009,"okayama",4,"LDP","HASHIMOTO, GAKU",35,"incumbent",3,"lost",2,1,97284,41.3,364284,66.08,7779810,1,7.77981
2009,"okayama",4,"H","KOIWAI, MIYUKA",46,"challenger",3,"lost",3,0,3929,1.7,364284,66.08,1504259,0,1.504259
2009,"okayama",5,"LDP","KATO, KATSUNOBU",53,"incumbent",3,"won",1,3,105172,53.1,285800,70.65,11011924,1,11.011924
2009,"okayama",5,"DPJ","HANASAKI, HIROKI",43,"challenger",3,"zombie",2,1,89895,45.4,285800,70.65,5021300,0,5.0213
2009,"okayama",5,"H","SATO, MASAAKI",58,"challenger",3,"lost",3,0,3038,1.5,285800,70.65,2129162,0,2.129162
2009,"okinawa",1,"NNP","SHIMOJI, MIKIO",48,"incumbent",4,"won",1,4,77152,46.5,255502,65.97,10839540,1,10.83954
2009,"okinawa",1,"LDP","KOKUBA, KONOSUKE",36,"challenger",4,"lost",2,0,63017,38,255502,65.97,14057530,0,14.05753
2009,"okinawa",1,"JCP","HOKAMA, HISAKO",71,"challenger",4,"lost",3,0,23715,14.3,255502,65.97,2661195,0,2.661195
2009,"okinawa",1,"H","TAIRA, NARUKI",40,"challenger",4,"lost",4,0,1958,1.2,255502,65.97,2139765,0,2.139765
2009,"okinawa",2,"SDP","TERUYA, KANTOKU",64,"incumbent",3,"won",1,3,101820,61.1,262402,65.08,4385316,1,4.385316
2009,"okinawa",2,"LDP","ASHITOMI, OSAMU",53,"incumbent",3,"lost",2,1,60773,36.5,262402,65.08,11219137,1,11.219137
2009,"okinawa",2,"H","TOMIKAWA, NOBORU",65,"challenger",3,"lost",3,0,4044,2.4,262402,65.08,1400375,0,1.400375
2009,"okinawa",3,"DPJ","TAMAKI, DENI",49,"challenger",5,"won",1,1,89266,48.7,288868,64.5,9770614,0,9.770614
2009,"okinawa",3,"LDP","KAKAZU, CHIKEN",68,"incumbent",5,"lost",2,4,43513,23.7,288868,64.5,7959686,1,7.959686
2009,"okinawa",3,"SDP","ARAKAWA, SHUSEI",72,"challenger",5,"lost",3,0,24911,13.6,288868,64.5,4020039,0,4.020039
2009,"okinawa",3,"independent","ODO, TORU",57,"challenger",5,"lost",4,0,23911,13.1,288868,64.5,4753662,0,4.753662
2009,"okinawa",3,"H","KINJYO, TATSURO",45,"challenger",5,"lost",5,0,1613,0.9,288868,64.5,1361735,0,1.361735
2009,"okinawa",4,"DPJ","ZUKERAN, CHOBIN",50,"challenger",3,"won",1,1,89680,54.7,259929,64.33,9061615,0,9.061615
2009,"okinawa",4,"LDP","NISHIME, KOSABURO",55,"incumbent",3,"lost",2,2,71653,43.7,259929,64.33,14088492,1,14.088492
2009,"okinawa",4,"H","TOMIKAWA, MITSUNARI",34,"challenger",3,"lost",3,0,2598,1.6,259929,64.33,1576286,0,1.576286
2009,"osaka",1,"DPJ","KUMADA, ATSUHI",38,"challenger",5,"won",1,1,117313,50.8,380575,62.01,9353411,0,9.353411
2009,"osaka",1,"LDP","CHUMA, KOKI",72,"incumbent",5,"lost",2,9,78335,33.9,380575,62.01,22939692,1,22.939692
2009,"osaka",1,"JCP","TSUJI, HIDEKO",66,"challenger",5,"lost",3,0,20438,8.8,380575,62.01,1696659,0,1.696659
2009,"osaka",1,"independent","SAKAI, YUKI",41,"challenger",5,"lost",4,0,11374,4.9,380575,62.01,NA,0,NA
2009,"osaka",1,"H","HAYASHI, TOMIKO",42,"challenger",5,"lost",5,0,3555,1.5,380575,62.01,1413404,0,1.413404
2009,"osaka",2,"DPJ","HAGIWARA, HITOSHI",41,"challenger",5,"won",1,1,91952,40.1,352167,66.51,NA,0,NA
2009,"osaka",2,"independent","SATO, AKIRA",58,"ex",5,"lost",2,2,72888,31.8,352167,66.51,9684049,1,9.684049
2009,"osaka",2,"LDP","KAWAJYO, SHIKA",39,"incumbent",5,"lost",3,1,35417,15.5,352167,66.51,8499947,1,8.499947
2009,"osaka",2,"JCP","YOSHINAGA, TOMOYUKI",64,"challenger",5,"lost",4,0,23629,10.3,352167,66.51,2547458,0,2.547458
2009,"osaka",2,"H","FUKATA, TOSHIKO",38,"challenger",5,"lost",5,0,5285,2.3,352167,66.51,1151667,0,1.151667
2009,"osaka",3,"DPJ","NAKAJIMA, MASAZUMI",40,"challenger",4,"won",1,1,109518,44.7,385757,65.51,6309110,0,6.30911
2009,"osaka",3,"LDP","TABATA, MASAHIRO",69,"incumbent",4,"lost",2,5,97121,39.6,385757,65.51,12023485,1,12.023485
2009,"osaka",3,"JCP","CHIBA, ATSUKO",63,"challenger",4,"lost",3,0,32432,13.2,385757,65.51,2740968,0,2.740968
2009,"osaka",3,"H","MORI, YOSHIHIRO",42,"challenger",4,"lost",4,0,6078,2.5,385757,65.51,1207288,0,1.207288
2009,"osaka",4,"DPJ","YOSHIDA, OSAMU",47,"ex",4,"won",1,4,135411,50.8,417037,65.24,9185735,1,9.185735
2009,"osaka",4,"LDP","NAKAYAMA, YASUHIDE",38,"incumbent",4,"lost",2,2,98576,37,417037,65.24,18153832,1,18.153832
2009,"osaka",4,"JCP","HASEGAWA, YOSHIO",59,"challenger",4,"lost",3,0,28432,10.7,417037,65.24,2604927,0,2.604927
2009,"osaka",4,"H","HARUYAMA, YOSHIKAZU",40,"challenger",4,"lost",4,0,4111,1.5,417037,65.24,1808108,0,1.808108
2009,"osaka",5,"DPJ","INAMI, TETSUO",61,"ex",4,"won",1,2,121210,46.7,411679,64.7,7350410,1,7.35041
2009,"osaka",5,"LDP","TANIGUCHI, TAKAYOSHI",60,"incumbent",4,"lost",2,5,97604,37.6,411679,64.7,14504242,1,14.504242
2009,"osaka",5,"JCP","HIMENO, KIYOSHI",73,"challenger",4,"lost",3,0,35405,13.7,411679,64.7,2960340,0,2.96034
2009,"osaka",5,"H","YANAGI, TAKESHI",37,"challenger",4,"lost",4,0,5113,2,411679,64.7,1033947,0,1.033947
2009,"osaka",6,"DPJ","MURAKAMI, FUMIYOSHI",57,"challenger",4,"won",1,1,109143,43.3,387778,66.83,5131021,0,5.131021
2009,"osaka",6,"CGP","FUKUSHIMA, YUTAKA",51,"incumbent",4,"lost",2,5,107336,42.6,387778,66.83,19895036,1,19.895036
2009,"osaka",6,"JCP","YANO, HIROYUKI",70,"challenger",4,"lost",3,0,26490,10.5,387778,66.83,2325156,0,2.325156
2009,"osaka",6,"H","UESUGI, TOMOKO",44,"challenger",4,"lost",4,0,9087,3.6,387778,66.83,1214727,0,1.214727
2009,"osaka",7,"DPJ","FUJIMURA, OSAMU",59,"incumbent",4,"won",1,6,124982,52.9,349304,69.19,7908389,1,7.908389
2009,"osaka",7,"LDP","TOKASHIKI, NAOMI",47,"incumbent",4,"lost",2,1,79289,33.5,349304,69.19,6226595,1,6.226595
2009,"osaka",7,"JCP","KOMAI, MASAO",42,"challenger",4,"lost",3,0,29030,12.3,349304,69.19,2859728,0,2.859728
2009,"osaka",7,"H","MIZUNUMA, YOSHITAKA",35,"challenger",4,"lost",4,0,3063,1.3,349304,69.19,1731104,0,1.731104
2009,"osaka",8,"DPJ","NAKANO, KANSEI",68,"ex",4,"won",1,11,114851,53.3,317977,69.11,6336678,1,6.336678
2009,"osaka",8,"LDP","OOTSUKA, TAKASHI",44,"incumbent",4,"lost",2,1,77405,35.9,317977,69.11,12263211,1,12.263211
2009,"osaka",8,"JCP","KYUMON, SHOJI",65,"challenger",4,"lost",3,0,19498,9,317977,69.11,2724864,0,2.724864
2009,"osaka",8,"H","TAKAHASHI, SHINSUKE",46,"challenger",4,"lost",4,0,3714,1.7,317977,69.11,1220995,0,1.220995
2009,"osaka",9,"DPJ","OTANI, NOBUMORI",46,"ex",5,"won",1,3,150452,51,433290,69.15,7622851,1,7.622851
2009,"osaka",9,"LDP","HARADA, KENJI",61,"incumbent",5,"lost",2,0,97902,33.2,433290,69.15,10649972,1,10.649972
2009,"osaka",9,"JCP","MURAKAMI, HIROMITSU",63,"challenger",5,"lost",3,0,24281,8.2,433290,69.15,1525856,0,1.525856
2009,"osaka",9,"minna","YOSHINO, KOICHI",42,"challenger",5,"lost",4,0,16736,5.7,433290,69.15,3014811,0,3.014811
2009,"osaka",9,"H","FUJIKI, RIE",35,"challenger",5,"lost",5,0,5634,1.9,433290,69.15,1100589,0,1.100589
2009,"osaka",10,"SDP","TSUJIMOTO, KIYOMI",49,"incumbent",4,"won",1,4,109693,50.5,315502,70.56,10609077,1,10.609077
