"year","ku","kun","party","name","age","status","nocand","wl","rank","previous","vote","voteshare","eligible","turnout","exp","experience","expm"
2009,"aichi",1,"DPJ","SATO, YUKO",46,"challenger",5,"won",1,1,122348,54.4,369526,61.96,3559575,0,3.559575
2009,"aichi",1,"LDP","SHINODA, YOSUKE",36,"incumbent",5,"lost",2,1,78691,35,369526,61.96,9617887,1,9.617887
2009,"aichi",1,"JCP","KIMURA, EMI",59,"challenger",5,"lost",3,0,14485,6.4,369526,61.96,1802968,0,1.802968
2009,"aichi",1,"SDP","HIRAYAMA, RYOHEI",61,"challenger",5,"lost",4,0,6082,2.7,369526,61.96,1642095,0,1.642095
2009,"aichi",1,"H","KAWADA, SEIJI",42,"challenger",5,"lost",5,1,3352,1.5,369526,61.96,1772906,0,1.772906
2009,"aichi",2,"DPJ","FURUKAWA, MOTOHISA",43,"incumbent",4,"won",1,5,162237,66.6,378272,65.59,9329593,1,9.329593
2009,"aichi",2,"LDP","MIYAHARA, MISAKO",47,"challenger",4,"lost",2,0,58225,23.9,378272,65.59,11405740,0,11.40574
2009,"aichi",2,"JCP","SAITO, AIKO",53,"challenger",4,"lost",3,0,18908,7.8,378272,65.59,1689143,0,1.689143
2009,"aichi",2,"H","ISHIDA, AKIRA",67,"challenger",4,"lost",4,0,4187,1.7,378272,65.59,1618289,0,1.618289
2009,"aichi",3,"DPJ","KONDO, SHOICHI",51,"incumbent",4,"won",1,5,153735,62.2,381361,66.04,7901740,1,7.90174
2009,"aichi",3,"LDP","MAWATARI, TATSUHARU",52,"incumbent",4,"lost",2,1,68636,27.8,381361,66.04,11467040,1,11.46704
2009,"aichi",3,"JCP","MOTOMURA, NOBUKO",36,"challenger",4,"lost",3,0,21611,8.7,381361,66.04,1178780,0,1.17878
2009,"aichi",3,"H","HATTORI, TERUSHIGE",32,"challenger",4,"lost",4,0,3277,1.3,381361,66.04,1073723,0,1.073723
2009,"aichi",4,"DPJ","MAKI, YOSHIO",51,"incumbent",4,"won",1,4,129382,57.3,373755,61.72,6515760,1,6.51576
2009,"aichi",4,"LDP","FUJINO, MAKIKO",59,"incumbent",4,"lost",2,1,64367,28.5,373755,61.72,10593143,1,10.593143
2009,"aichi",4,"JCP","SEKO, YUKIKO",62,"ex",4,"lost",3,2,28826,12.8,373755,61.72,1782806,1,1.782806
2009,"aichi",4,"H","IMAIDA, TOSHIKAZU",54,"challenger",4,"lost",4,0,3086,1.4,373755,61.72,2032274,0,2.032274
2009,"aichi",5,"DPJ","AKAMATSU, HIROTAKA",61,"incumbent",3,"won",1,7,158235,62,411827,63.6,9843722,1,9.843722
2009,"aichi",5,"LDP","TERANISHI, MUTSUMI",45,"challenger",3,"lost",2,0,88964,34.9,411827,63.6,8486591,0,8.486591
2009,"aichi",5,"H","YOSHIDA, TOMOKO",64,"challenger",3,"lost",3,0,8042,3.2,411827,63.6,1194608,0,1.194608
2009,"aichi",6,"DPJ","ISHIDA, YOSHIHIRO",63,"challenger",5,"won",1,1,167697,58.9,416933,69.87,5461609,0,5.461609
2009,"aichi",6,"LDP","NIWA, HIDEKI",36,"incumbent",5,"lost",2,1,102252,35.9,416933,69.87,13790580,1,13.79058
2009,"aichi",6,"independent","HASEGAWA, KOJI",46,"challenger",5,"lost",3,0,6736,2.4,416933,69.87,769581,0,0.769581
2009,"aichi",6,"H","FUKUHARA, MAYUMI",49,"challenger",5,"lost",4,0,5970,2.1,416933,69.87,1333526,0,1.333526
2009,"aichi",6,"independent","INAGAKI, HIROYUKI",36,"challenger",5,"lost",5,0,2243,0.8,416933,69.87,NA,0,NA
2009,"aichi",7,"DPJ","YAMAO, SHIORI",35,"challenger",3,"won",1,1,182028,61.1,418255,72.69,7999114,0,7.999114
2009,"aichi",7,"LDP","SUZUKI, JUNJI",51,"incumbent",3,"lost",2,2,108783,36.5,418255,72.69,6457030,1,6.45703
2009,"aichi",7,"H","NAGATA, KUMIKO",47,"challenger",3,"lost",3,0,7032,2.4,418255,72.69,1528824,0,1.528824
2009,"aichi",8,"DPJ","BANNO, YUTAKA",48,"incumbent",3,"won",1,4,172839,60.2,417869,70.19,7285988,1,7.285988
2009,"aichi",8,"LDP","ITO, TADAHIKO",45,"challenger",3,"lost",2,1,109582,38.1,417869,70.19,4387444,0,4.387444
2009,"aichi",8,"H","SANCHOME, SHINYA",43,"challenger",3,"lost",3,0,4907,1.7,417869,70.19,1372507,0,1.372507
2009,"aichi",9,"DPJ","OKAMOTO, MITSUNORI",38,"incumbent",3,"won",1,3,180609,62.4,421977,70.33,8518989,1,8.518989
2009,"aichi",9,"LDP","KAIFU, TOSHIKI",78,"incumbent",3,"lost",2,16,100549,34.7,421977,70.33,25354069,1,25.354069
2009,"aichi",9,"H","ITAYA, KIMIKO",55,"challenger",3,"lost",3,0,8200,2.8,421977,70.33,1639102,0,1.639102
2009,"aichi",10,"DPJ","SUGIMOTO, KAZUMI",48,"challenger",3,"won",1,1,172401,60.7,417772,69.62,4343754,0,4.343754
2009,"aichi",10,"LDP","ESAKI, TETSUMA",65,"incumbent",3,"lost",2,4,103704,36.5,417772,69.62,21586012,1,21.586012
2009,"aichi",10,"H","NAKAMURA, AKINORI",36,"challenger",3,"lost",3,0,7861,2.8,417772,69.62,1735752,0,1.735752
2009,"aichi",11,"DPJ","FURUMOTO, SHINICHIRO",44,"incumbent",3,"won",1,3,177350,64,362700,78.13,12562948,1,12.562948
2009,"aichi",11,"LDP","DOI, MASAKI",49,"incumbent",3,"lost",2,1,91334,33,362700,78.13,12682123,1,12.682123
2009,"aichi",11,"H","NAKANE, HIROMI",35,"challenger",3,"lost",3,0,8326,3,362700,78.13,1086021,0,1.086021
2009,"aichi",12,"DPJ","NAKANE, YASUHIRO",47,"ex",4,"won",1,2,180972,55.9,448205,74.07,7259042,1,7.259042
2009,"aichi",12,"LDP","SUGIURA, SEIKEN",75,"incumbent",4,"lost",2,6,122198,37.7,448205,74.07,16844168,1,16.844168
2009,"aichi",12,"JCP","HATTA, HIROKO",63,"challenger",4,"lost",3,0,20551,6.3,448205,74.07,1889204,0,1.889204
2009,"aichi",13,"DPJ","ONISHI, KENSUKE",38,"challenger",3,"won",1,1,154779,53.2,386936,75.69,9316508,0,9.316508
2009,"aichi",13,"LDP","OMURA, HIDEAKI",49,"incumbent",3,"zombie",2,5,128995,44.3,386936,75.69,8595748,1,8.595748
2009,"aichi",13,"H","MUROTA, TAKASHI",36,"challenger",3,"lost",3,0,3950,1.4,386936,75.69,7096474,0,7.096474
2009,"aichi",13,"H","GOKAN, YOSHIKI",46,"challenger",4,"lost",4,0,3171,1.1,386936,75.69,1383039,0,1.383039
2009,"aichi",14,"DPJ","SUZUKI, KATSUMASA",65,"incumbent",3,"won",1,3,117085,60.7,265069,74.39,5442373,1,5.442373
2009,"aichi",14,"LDP","SUGITA, MOTOSHI",58,"incumbent",3,"lost",2,1,70564,36.6,265069,74.39,4902308,1,4.902308
2009,"aichi",14,"H","SUZUKI, HIEDFUMI",36,"challenger",3,"lost",3,0,5304,2.7,265069,74.39,1466305,0,1.466305
2009,"aichi",15,"DPJ","MORIMOTO, KAZUYOSHI",43,"challenger",4,"won",1,1,127059,52.9,344911,70.74,8466224,0,8.466224
2009,"aichi",15,"LDP","YAMAMOTO, AKIHIKO",62,"incumbent",4,"lost",2,3,94803,39.5,344911,70.74,16845016,1,16.845016
2009,"aichi",15,"JCP","SAITO, HIROMU",38,"challenger",4,"lost",3,0,14595,6.1,344911,70.74,1684607,0,1.684607
2009,"aichi",15,"H","TAKAHASHI, NOBUHIRO",37,"challenger",4,"lost",4,0,3781,1.6,344911,70.74,1275191,0,1.275191
2009,"akita",1,"DPJ","TERADA, MANABU",32,"incumbent",5,"won",1,3,93097,51.9,267441,68.46,5211568,1,5.211568
2009,"akita",1,"LDP","FUTADA, KOJI",71,"incumbent",5,"lost",2,6,61752,34.4,267441,68.46,7951675,1,7.951675
2009,"akita",1,"JCP","SUZUKI, SATOSHI",32,"challenger",5,"lost",3,0,15830,8.8,267441,68.46,1673913,0,1.673913
2009,"akita",1,"independent","FUJII, YOKO",61,"challenger",5,"lost",4,0,7353,4.1,267441,68.46,4353204,0,4.353204
2009,"akita",1,"H","TSURUTA, YUKIHIRO",50,"challenger",5,"lost",5,0,1472,0.8,267441,68.46,1763288,0,1.763288
2009,"akita",2,"independent","KAWAGUCHI, HIROSHI",62,"challenger",5,"won",1,1,93951,42.7,299193,74.6,4288884,0,4.288884
2009,"akita",2,"LDP","KANEDA, KATSUTOSHI",59,"challenger",5,"zombie",2,1,92600,42,299193,74.6,12133252,0,12.133252
2009,"akita",2,"SDP","YAMAMOTO, KIYOHIRO",53,"incumbent",5,"lost",3,1,23719,10.8,299193,74.6,5434058,1,5.434058
2009,"akita",2,"minna","SASAKI, SHIGEHITO",39,"challenger",5,"lost",4,0,8645,3.9,299193,74.6,3333493,0,3.333493
2009,"akita",2,"H","FUJIWARA, JUNICHI",58,"challenger",5,"lost",5,0,1342,0.6,299193,74.6,2443846,0,2.443846
2009,"akita",3,"DPJ","KYONO, KIMIKO",59,"challenger",4,"won",1,1,101777,37.4,365760,75.73,6356130,0,6.35613
2009,"akita",3,"LDP","MINORIKAWA, HIDENOBU",45,"incumbent",4,"lost",2,0,90575,33.3,365760,75.73,10476683,1,10.476683
2009,"akita",3,"independent","MURAOKA, TOSHIHIDE",49,"challenger",4,"lost",3,0,76787,28.2,365760,75.73,6603101,0,6.603101
2009,"akita",3,"H","NISHIMOTO, ATSUSHI",39,"challenger",4,"lost",4,0,2847,1,365760,75.73,2973193,0,2.973193
2009,"aomori",1,"DPJ","YOKOYAMA, HOKUTO",45,"challenger",6,"won",1,2,101290,44.5,346953,66.67,6495998,0,6.495998
2009,"aomori",1,"independent","TSUSHIMA, JUN",42,"challenger",6,"lost",2,0,68910,30.3,346953,66.67,10389347,0,10.389347
2009,"aomori",1,"independent","MASUTA, SEKIO",52,"challenger",6,"lost",3,0,35283,15.5,346953,66.67,8775280,0,8.77528
2009,"aomori",1,"SDP","WATANABE, HIDEHIKO",69,"challenger",6,"lost",4,0,12847,5.6,346953,66.67,4054460,0,4.05446
2009,"aomori",1,"JCP","YOSHIMATA, YO",35,"challenger",6,"lost",5,0,7976,3.5,346953,66.67,539358,0,0.539358
2009,"aomori",1,"H","UEDA, KAZUHIRO",59,"challenger",6,"lost",6,0,1483,0.7,346953,66.67,2005090,0,2.00509
2009,"aomori",2,"LDP","ETO, AKINORI",53,"incumbent",4,"won",1,4,86654,54,242488,67.33,5263542,1,5.263542
2009,"aomori",2,"DPJ","NAKANOWATARI, NORIKO",38,"challenger",4,"zombie",2,1,64334,40.1,242488,67.33,8595598,0,8.595598
2009,"aomori",2,"independent","KUMAGAI, HISAKO",61,"challenger",4,"lost",3,0,7164,4.5,242488,67.33,2193815,0,2.193815
2009,"aomori",2,"H","MORIMITSU, KIYOSHI",59,"challenger",4,"lost",4,0,2288,1.4,242488,67.33,1992254,0,1.992254
2009,"aomori",3,"LDP","OOSHIMA, TADAMORI",62,"incumbent",3,"won",1,9,90176,49.5,262246,70.39,19046943,1,19.046943
2009,"aomori",3,"DPJ","TANABU, MASAYO",40,"challenger",3,"zombie",2,3,89809,49.3,262246,70.39,14173453,0,14.173453
2009,"aomori",3,"H","NAKANISHI, SHUJI",62,"challenger",3,"lost",3,0,2249,1.2,262246,70.39,2309489,0,2.309489
2009,"aomori",4,"LDP","KIMURA, TARO",44,"incumbent",3,"won",1,5,112563,52.6,311445,69.92,15093978,1,15.093978
2009,"aomori",4,"DPJ","TSUSHIMA, KYOICHI",55,"ex",3,"zombie",2,3,97747,45.7,311445,69.92,6919233,1,6.919233
2009,"aomori",4,"H","ISHITA, AKIHIRO",50,"challenger",3,"lost",3,0,3719,1.7,311445,69.92,2858986,0,2.858986
2009,"chiba",1,"DPJ","TAJIMA, KANAME",47,"incumbent",4,"won",1,3,142694,56.7,397382,64.33,4541118,1,4.541118
2009,"chiba",1,"LDP","USUI, SHOICHI",34,"challenger",4,"lost",2,0,94820,37.7,397382,64.33,8346299,0,8.346299
2009,"chiba",1,"JCP","AGUI, TAKEO",51,"challenger",4,"lost",3,0,12540,5,397382,64.33,942519,0,0.942519
2009,"chiba",1,"H","KAI, IKKI",45,"challenger",4,"lost",4,0,1644,0.7,397382,64.33,1976944,0,1.976944
2009,"chiba",2,"DPJ","KURODA, YU",50,"challenger",4,"won",1,1,153745,56.9,425033,64.65,4018376,0,4.018376
2009,"chiba",2,"LDP","YAMANAKA, AKIKO",63,"incumbent",4,"lost",2,2,89311,33.1,425033,64.65,7161292,1,7.161292
2009,"chiba",2,"JCP","OGURA, CHUHEI",48,"challenger",4,"lost",3,0,22952,8.5,425033,64.65,2280319,0,2.280319
2009,"chiba",2,"H","YASHIRO, TOMOYASU",35,"challenger",4,"lost",4,0,4174,1.5,425033,64.65,1637047,0,1.637047
2009,"chiba",3,"DPJ","OKAJIMA, KAZUMASA",51,"ex",3,"won",1,2,112035,55.5,320113,64.57,6215625,1,6.215625
2009,"chiba",3,"LDP","MATSUNO, HIROKAZU",46,"incumbent",3,"zombie",2,4,85777,42.5,320113,64.57,6134532,1,6.134532
2009,"chiba",3,"H","FURUKAWA, YUZO",27,"challenger",3,"lost",3,0,4210,2.1,320113,64.57,1485329,0,1.485329
2009,"chiba",4,"DPJ","NODA, YOSHIHIKO",52,"incumbent",5,"won",1,5,162153,53.6,487837,63.13,10955827,1,10.955827
2009,"chiba",4,"LDP","FUJITA, MIKIO",40,"incumbent",5,"lost",2,1,85425,28.3,487837,63.13,5072550,1,5.07255
2009,"chiba",4,"minna","NOYASHIKI, ITOKO",58,"challenger",5,"lost",3,0,28280,9.4,487837,63.13,2298859,0,2.298859
2009,"chiba",4,"JCP","SAITO, KAZUKO",34,"challenger",5,"lost",4,0,23050,7.6,487837,63.13,1660916,0,1.660916
2009,"chiba",4,"H","YAMANAKA, KOICHIRO",41,"challenger",5,"lost",5,0,3403,1.1,487837,63.13,1481187,0,1.481187
2009,"chiba",5,"DPJ","MURAKOSHI, HIROTAMI",35,"ex",4,"won",1,2,127588,49.8,413805,63.37,3950861,1,3.950861
2009,"chiba",5,"LDP","SONOURA, KENTARO",37,"incumbent",4,"lost",2,1,83422,32.5,413805,63.37,16278198,1,16.278198
2009,"chiba",5,"minna","TAKANA, KOO",52,"ex",4,"lost",3,3,42379,16.5,413805,63.37,4423830,1,4.42383
2009,"chiba",5,"H","SATAKA, YOSHIYUKI",40,"challenger",4,"lost",4,0,3045,1.2,413805,63.37,1408588,0,1.408588
2009,"chiba",6,"DPJ","UBUKATA, YUKIO,",61,"ex",6,"won",1,4,108270,49.4,348266,64.57,4213811,1,4.213811
2009,"chiba",6,"LDP","WATANABE, HIROMICHI",59,"incumbent",6,"lost",2,4,72401,33,348266,64.57,7007599,1,7.007599
2009,"chiba",6,"minna","KOHIRA, YUKI",47,"challenger",6,"lost",3,0,15063,6.9,348266,64.57,1431856,0,1.431856
2009,"chiba",6,"JCP","YAMAZAKI, HARUYUKI",57,"challenger",6,"lost",4,0,12427,5.7,348266,64.57,1967147,0,1.967147
2009,"chiba",6,"independent","MATSUMOTO, KAZUMI",44,"ex",6,"lost",5,1,9204,4.2,348266,64.57,3778177,1,3.778177
2009,"chiba",6,"H","MISHIMA, KAYOKO",50,"challenger",6,"lost",6,0,1857,0.8,348266,64.57,1457486,0,1.457486
2009,"chiba",7,"DPJ","UCHIYAMA, AKIRA",55,"incumbent",4,"won",1,3,125647,49.1,396926,66,10417037,1,10.417037
2009,"chiba",7,"LDP","SAITO, KEN",50,"challenger",4,"zombie",2,1,104262,40.7,396926,66,9121374,0,9.121374
2009,"chiba",7,"SDP","UEDA, KEIKO",42,"challenger",4,"lost",3,0,23086,9,396926,66,4531555,0,4.531555
2009,"chiba",7,"H","MAKINO, MASAHIKO",54,"challenger",4,"lost",4,0,3140,1.2,396926,66,1503675,0,1.503675
2009,"chiba",8,"DPJ","MATSUZAKI, KIMIAKI",65,"ex",4,"won",1,4,138923,53.6,391010,67.68,7038028,1,7.038028
2009,"chiba",8,"LDP","SAKURADA, YOSHITAKA",59,"incumbent",4,"lost",2,4,97007,37.4,391010,67.68,9689793,1,9.689793
2009,"chiba",8,"JCP","KATO, HIDEO",56,"challenger",4,"lost",3,0,19378,7.5,391010,67.68,933014,0,0.933014
2009,"chiba",8,"H","MORI, YASUKO",59,"challenger",4,"lost",4,0,4052,1.6,391010,67.68,1551198,0,1.551198
2009,"chiba",9,"DPJ","OKUNO, SOICHIRO",45,"challenger",4,"won",1,1,136932,54.5,399436,64.33,5826680,0,5.82668
2009,"chiba",9,"LDP","MIZUNO, KENICHI",43,"incumbent",4,"lost",2,4,101734,40.5,399436,64.33,7147376,1,7.147376
2009,"chiba",9,"independent","HATANO, TATSUO",69,"challenger",4,"lost",3,0,7651,3,399436,64.33,3931743,0,3.931743
2009,"chiba",9,"H","ITO, JUNKO",55,"challenger",4,"lost",4,0,4707,1.9,399436,64.33,1700647,0,1.700647
2009,"chiba",10,"DPJ","YATAGAWA, HAJIME",46,"challenger",3,"won",1,1,118564,51.7,365443,64.02,3304664,0,3.304664
2009,"chiba",10,"LDP","HAYASHI, MOTOO",62,"incumbent",3,"zombie",2,6,107745,47,365443,64.02,15664073,1,15.664073
2009,"chiba",10,"H","KANAI, TAKAO",38,"challenger",3,"lost",3,0,3158,1.4,365443,64.02,1435972,0,1.435972
2009,"chiba",11,"LDP","MORI, EISUKE",60,"incumbent",3,"won",1,7,116937,49.7,375812,64.3,8104370,1,8.10437
2009,"chiba",11,"DPJ","KANEKO, KENICHI",51,"challenger",3,"zombie",2,1,112707,47.9,375812,64.3,5231834,0,5.231834
2009,"chiba",11,"H","KUGA, TSUKASA",36,"challenger",3,"lost",3,0,5489,2.3,375812,64.3,1866258,0,1.866258
2009,"chiba",12,"LDP","HAMADA, YASUKAZU",53,"incumbent",3,"won",1,6,134298,53.1,385658,66.92,11055803,1,11.055803
2009,"chiba",12,"DPJ","CHUGO, ATSUHI",39,"challenger",3,"zombie",2,1,114921,45.4,385658,66.92,6613526,0,6.613526
2009,"chiba",12,"H","TANABE, JYOTARO",29,"challenger",3,"lost",3,0,3687,1.5,385658,66.92,2047952,0,2.047952
2009,"chiba",13,"DPJ","WAKAI, YASUHIKO",63,"ex",4,"won",1,2,118062,57,321969,66.06,3843402,1,3.843402
2009,"chiba",13,"LDP","JITSUKAWA, YUKIO",65,"incumbent",4,"lost",2,5,80573,38.9,321969,66.06,5069869,1,5.069869
2009,"chiba",13,"H","ISHI, HIROAKI",42,"challenger",4,"lost",3,0,4293,2.1,321969,66.06,2099737,0,2.099737
2009,"chiba",13,"independent","TACHIBANA, KENZO",60,"challenger",4,"lost",4,0,4127,2,321969,66.06,794914,0,0.794914
2009,"ehime",1,"LDP","SHIOZAKI, YASUHISA",58,"incumbent",5,"won",1,5,130330,48.6,388575,69.62,24376313,1,24.376313
2009,"ehime",1,"DPJ","NAGAE, TAKAKO",49,"challenger",5,"zombie",2,1,127562,47.6,388575,69.62,3922671,0,3.922671
2009,"ehime",1,"JCP","TANAKA, KATSUHIKO",42,"challenger",5,"lost",3,0,8035,3,388575,69.62,872880,0,0.87288
2009,"ehime",1,"H","TANIMURA, KOJIRO",46,"challenger",5,"lost",4,0,1666,0.6,388575,69.62,1321239,0,1.321239
2009,"ehime",1,"independent","KORI, AKIHIRO",48,"challenger",5,"lost",5,0,578,0.2,388575,69.62,10024,0,0.010024
2009,"ehime",2,"LDP","MURAKAMI, SEIICHIRO",57,"incumbent",4,"won",1,8,94843,48,295878,69.01,10893297,1,10.893297
2009,"ehime",2,"SDP","OKAHIRA, TOMOKO",51,"challenger",4,"lost",2,0,85299,43.2,295878,69.01,4951506,0,4.951506
2009,"ehime",2,"independent","KUSUHASHI, YASUHIRO",40,"challenger",4,"lost",3,0,12002,6.1,295878,69.01,2867359,0,2.867359
2009,"ehime",2,"H","MORITA, KOJI",49,"challenger",4,"lost",4,0,5485,2.8,295878,69.01,1254741,0,1.254741
2009,"ehime",3,"DPJ","SHIRAISHI, YOICHI",46,"challenger",3,"won",1,1,103431,55.5,272730,69.38,3956520,0,3.95652
2009,"ehime",3,"LDP","SHIRAISHI, TORU",53,"challenger",3,"lost",2,0,79924,42.9,272730,69.38,3864548,0,3.864548
2009,"ehime",3,"H","MIYAWAKI, SHIGERU",47,"challenger",3,"lost",3,0,2856,1.5,272730,69.38,1569341,0,1.569341
2009,"ehime",4,"LDP","YAMAMOTO, KOICHI",61,"incumbent",4,"won",1,6,73085,39.5,243418,77,7795081,1,7.795081
2009,"ehime",4,"DPJ","TAKAHASHI, HIDEYUKI",37,"challenger",4,"zombie",2,1,65578,35.5,243418,77,5299680,0,5.29968
2009,"ehime",4,"independent","SAKURAUCHI, FUMIKI",43,"challenger",4,"lost",3,0,44777,24.2,243418,77,5261037,0,5.261037
2009,"ehime",4,"H","TSUYUGUCHI, REIKO",55,"challenger",4,"lost",4,0,1365,0.7,243418,77,1919634,0,1.919634
2009,"fukui",1,"LDP","INADA, TOMOMI",50,"incumbent",3,"won",1,2,78969,50,220971,71.96,14031109,1,14.031109
2009,"fukui",1,"DPJ","SASAKI, RYUZO",52,"incumbent",3,"zombie",2,4,72119,45.6,220971,71.96,9226941,1,9.226941
2009,"fukui",1,"JCP","KANEMOTO, YUKIE",51,"challenger",3,"lost",3,0,6940,4.4,220971,71.96,1399399,0,1.399399
2009,"fukui",2,"LDP","YAMAMOTO, TAKU",57,"incumbent",3,"won",1,5,80033,49.7,219456,74.76,7372063,1,7.372063
2009,"fukui",2,"DPJ","ITOKAWA, MASAAKI",34,"incumbent",3,"zombie",2,2,78496,48.8,219456,74.76,9353381,1,9.353381
2009,"fukui",2,"H","KAWAI, YUKI",47,"challenger",3,"lost",3,0,2403,1.5,219456,74.76,142807,0,0.142807
2009,"fukui",3,"LDP","TAKAGI, TSUYOSHI",53,"incumbent",3,"won",1,4,80724,50.8,213911,75.65,12565982,1,12.565982
2009,"fukui",3,"DPJ","MATSUMIYA, ISAO",65,"ex",3,"zombie",2,3,74158,46.7,213911,75.65,9815507,1,9.815507
2009,"fukui",3,"H","KITANO, MITSUO",42,"challenger",3,"lost",3,0,4058,2.6,213911,75.65,1629754,0,1.629754
2009,"fukuoka",1,"DPJ","MATSUMOTO, RYU",58,"incumbent",4,"won",1,7,123441,52.8,381718,62.68,18393627,1,18.393627
2009,"fukuoka",1,"LDP","ENDO, NOBUHIKO",46,"incumbent",4,"lost",2,1,88648,37.9,381718,62.68,6638500,1,6.6385
2009,"fukuoka",1,"JCP","UCHIDA, YUTAKA",53,"challenger",4,"lost",3,0,18046,7.7,381718,62.68,1774220,0,1.77422
2009,"fukuoka",1,"H","MIYAZAKI, DOSHU",51,"challenger",4,"lost",4,0,3753,1.6,381718,62.68,1576235,0,1.576235
2009,"fukuoka",2,"DPJ","INATOMI, SHUJI",39,"challenger",4,"won",1,1,156431,56,433264,65.7,5955816,0,5.955816
2009,"fukuoka",2,"LDP","YAMASAKI, TAKU",72,"incumbent",4,"lost",2,0,103270,36.9,433264,65.7,16111238,1,16.111238
2009,"fukuoka",2,"JCP","KOBAYASHI, TOKIKO",29,"challenger",4,"lost",3,0,16818,6,433264,65.7,1845150,0,1.84515
2009,"fukuoka",2,"H","SATAKE, HIDEO",55,"challenger",4,"lost",4,0,3043,1.1,433264,65.7,1531238,0,1.531238
2009,"fukuoka",3,"DPJ","FUJITA, KAZUE",60,"ex",4,"won",1,2,142489,52.8,394703,69.72,7598913,1,7.598913
2009,"fukuoka",3,"LDP","OTA, SEIICHI",63,"incumbent",4,"lost",2,8,108236,40.1,394703,69.72,10912588,1,10.912588
2009,"fukuoka",3,"JCP","KAWAHARA, YASUHIRO",27,"challenger",4,"lost",3,0,14551,5.4,394703,69.72,1051640,0,1.05164
2009,"fukuoka",3,"H","YOSHITOMI, YASUHIKO",49,"challenger",4,"lost",4,0,4364,1.6,394703,69.72,1506123,0,1.506123
2009,"fukuoka",4,"DPJ","KOGA, TAKAAKI",56,"ex",3,"won",1,2,119500,51.7,335112,70.72,10080790,1,10.08079
2009,"fukuoka",4,"LDP","WATANABE, TOMOYOSHI",68,"incumbent",3,"lost",2,4,106124,45.9,335112,70.72,11878919,1,11.878919
2009,"fukuoka",4,"H","SUZUKI, KOJI",28,"challenger",3,"lost",3,0,5437,2.4,335112,70.72,1137578,0,1.137578
2009,"fukuoka",5,"DPJ","KUSUDA, DAIZO",34,"incumbent",3,"won",1,3,148502,53.1,404661,70.51,7454243,1,7.454243
2009,"fukuoka",5,"LDP","HARADA, YOSHIAKI",64,"incumbent",3,"lost",2,5,125767,45,404661,70.51,8003916,1,8.003916
2009,"fukuoka",5,"H","IKARUGA, TAKUNORI",49,"challenger",3,"lost",3,0,5139,1.8,404661,70.51,992237,0,0.992237
2009,"fukuoka",6,"LDP","HATOYAMA, KUNIO",60,"incumbent",3,"won",1,11,138327,52.7,371843,71.75,10151833,1,10.151833
2009,"fukuoka",6,"DPJ","KOGA, ISSEI",62,"incumbent",3,"zombie",2,7,119481,45.6,371843,71.75,20505331,1,20.505331
2009,"fukuoka",6,"H","SATO, HIROSHI",46,"challenger",3,"lost",3,0,4429,1.7,371843,71.75,968295,0,0.968295
2009,"fukuoka",7,"LDP","KOGA, MAKOTO",69,"incumbent",2,"won",1,10,128137,55,313989,75.41,16543846,1,16.543846
2009,"fukuoka",7,"DPJ","NODA, KUNIYOSHI",51,"challenger",2,"zombie",2,1,104728,45,313989,75.41,4142370,0,4.14237
2009,"fukuoka",8,"LDP","ASO, TARO",68,"incumbent",3,"won",1,10,165327,62.2,373045,72.69,8125425,1,8.125425
2009,"fukuoka",8,"DPJ","YAMAMOTO, GOSEI",37,"challenger",3,"zombie",2,1,96327,36.2,373045,72.69,8783887,0,8.783887
2009,"fukuoka",8,"H","OTSUKA, YUKO",46,"challenger",3,"lost",3,0,4095,1.5,373045,72.69,1397469,0,1.397469
2009,"fukuoka",9,"DPJ","OGATA, RINTARO",36,"challenger",4,"won",1,1,122815,47.6,392708,66.56,4791939,0,4.791939
2009,"fukuoka",9,"LDP","MIHARA, ASAHIKO",62,"incumbent",4,"lost",2,5,109807,42.6,392708,66.56,10655553,1,10.655553
2009,"fukuoka",9,"JCP","AOKI, NOBUYASU",67,"challenger",4,"lost",3,0,22382,8.7,392708,66.56,1973646,0,1.973646
2009,"fukuoka",9,"H","HANO, TOMOKO",38,"challenger",4,"lost",4,0,2815,1.1,392708,66.56,1081589,0,1.081589
2009,"fukuoka",10,"DPJ","KI, TAKASHI",36,"ex",4,"won",1,2,123312,48.1,411618,63.42,9410588,1,9.410588
2009,"fukuoka",10,"LDP","NISHIKAWA, KYOKO",63,"incumbent",4,"lost",2,4,106365,41.5,411618,63.42,11605215,1,11.605215
2009,"fukuoka",10,"JCP","SHINODA, KIYOSHI",61,"challenger",4,"lost",3,0,22980,9,411618,63.42,1403543,0,1.403543
2009,"fukuoka",10,"H","KAWAKAMI, KENSHIN",49,"challenger",4,"lost",4,0,3907,1.5,411618,63.42,955769,0,0.955769
2009,"fukuoka",11,"LDP","TAKEDA, RYOTA",41,"incumbent",4,"won",1,3,106334,57.4,272356,70.56,11711606,1,11.711606
2009,"fukuoka",11,"SDP","YAMAGUCHI, HARUNA",33,"challenger",4,"lost",2,0,61192,33.1,272356,70.56,8661325,0,8.661325
2009,"fukuoka",11,"JCP","YAMASHITA, TOMIKO",55,"challenger",4,"lost",3,0,14475,7.8,272356,70.56,1528932,0,1.528932
2009,"fukuoka",11,"H","KOSAKO, HIDENORI",41,"challenger",4,"lost",4,0,3142,1.7,272356,70.56,1071595,0,1.071595
