year,ku,kun,party,name,age,status,nocand,wl,rank,previous,vote,voteshare,eligible,turnout,exp
2003,saitama,8,1,"NAMIKI, MASAYOSHI",54,3,4,0,3,1,22509,12.4,335507,54.96,8007583
2003,saitama,8,305,"SHIOKAWA, TETSUYA",41,2,4,2,4,2,18512,10.2,335507,54.96,2738492
2003,saitama,9,800,"ONO, MATSUSHIGE",67,2,3,1,1,3,104167,48.4,400156,54.68,11148375
2003,saitama,9,1001,"IGARASHI, FUMIHIKO",55,2,3,2,2,3,94569,43.9,400156,54.68,9185491
2003,saitama,9,305,"KANDA, MIHARU",49,1,3,0,3,0,16514,7.7,400156,54.68,2386478
2003,saitama,10,800,"YAMAGUCHI, TAIMEI",54,2,3,1,1,3,87489,49.8,320993,55.74,12551141
2003,saitama,10,1001,"MATSUZAKI, TETSUHISA",53,1,3,2,2,1,75083,42.8,320993,55.74,6798344
2003,saitama,10,305,"NAGATA, KENICHI",28,1,3,0,3,0,13051,7.4,320993,55.74,2244525
2003,saitama,11,800,"KOIZUMI, RYUJI",51,2,3,1,1,2,123057,63.9,362796,54.3,12923001
2003,saitama,11,1001,"YAGI, AKIJI",32,1,3,0,2,0,52729,27.4,362796,54.3,.
2003,saitama,11,305,"KAKINUMA, AYAKO",51,1,3,0,3,0,16873,8.8,362796,54.3,1042490
2003,saitama,12,800,"MASUDA, TOSHIO",74,2,3,1,1,5,95889,51.7,369529,51.51,9433274
2003,saitama,12,1001,"HONDA, HIRANAO",38,1,3,0,2,0,75439,40.7,369529,51.51,8480904
2003,saitama,12,305,"SUZUKI, CHIKAKO",48,1,3,0,3,0,14106,7.6,369529,51.51,1865330
2003,saitama,13,800,"TSUCHIYA, SHINAKO",51,2,5,1,1,3,81935,43.2,360549,54.07,12365061
2003,saitama,13,1001,"TAKEYAMA, YURIKO",56,2,5,2,2,4,81361,42.9,360549,54.07,6537209
2003,saitama,13,305,"AKAGISHI, MASAHARU",42,1,5,0,3,0,11942,6.3,360549,54.07,2294014
2003,saitama,13,1002,"HIMORI, FUMIHIRO",54,2,5,0,4,1,10555,5.6,360549,54.07,5811437
2003,saitama,13,1,"AIDA, SHINGEN",33,1,5,0,5,0,3991,2.1,360549,54.07,3124053
2003,saitama,14,800,"MITSUBAYASHI, TAKASHI",50,2,3,1,1,2,104066,50.3,392153,54.05,8034071
2003,saitama,14,1001,"NAKANO, JO",36,1,3,2,2,1,86826,41.9,392153,54.05,5473061
2003,saitama,14,305,"NAEMURA, MITSUO",47,1,3,0,3,0,16194,7.8,392153,54.05,1818450
2003,saitama,15,1001,"TAKAYAMA, SATOSHI",33,1,5,1,1,1,80745,46.3,345408,51.75,4335628
2003,saitama,15,800,"MATSUNAGA, HIKARU",74,3,5,0,2,10,58522,33.6,345408,51.75,9748026
2003,saitama,15,305,"MURANUSHI, AKIKO",32,1,5,0,3,0,16394,9.4,345408,51.75,1638960
2003,saitama,15,1,"AKIMOTO, SEIIICHI",50,1,5,0,4,0,14566,8.4,345408,51.75,9637133
2003,saitama,15,1,"TASAKI, YOSHIO",58,1,5,0,5,0,4179,2.4,345408,51.75,582104
2003,shiga,1,1001,"KAWABATA, TATSUO",58,2,3,1,1,6,87857,51,294287,59.71,16533502
2003,shiga,1,800,UENO KENICHIRO,38,1,3,0,2,0,64002,37.2,294287,59.71,14468492
2003,shiga,1,305,"KAWAUCHI, TAKASHI",47,1,3,0,3,0,20340,11.8,294287,59.71,4222065
2003,shiga,2,1001,"TAJIMA, ISSEI",41,1,4,1,1,1,69620,44.9,257467,61.11,7468294
2003,shiga,2,800,"KONISHI, OSAMU",45,2,4,2,2,2,65033,41.9,257467,61.11,9303583
2003,shiga,2,1,"KAWASHIMA, RYUJI",32,1,4,0,3,0,11814,7.6,257467,61.11,4358923
2003,shiga,2,305,"SAKAI, SHINICHI",45,1,4,0,4,0,8741,5.6,257467,61.11,1647938
2003,shiga,3,1001,"MIKAZUKI, DAIZO",32,1,4,1,1,1,64225,48,224591,60.53,9647836
2003,shiga,3,800,"UNO, OSAMU",56,1,4,2,2,1,57732,43.2,224591,60.53,15303843
2003,shiga,3,305,"ISHIDO, AKIKO",26,1,4,0,3,0,9648,7.2,224591,60.53,1477464
2003,shiga,3,1,"NISHIMURA, AKIO",55,1,4,0,4,0,2133,1.6,224591,60.53,2984279
2003,shiga,4,800,"IWANAGA, MINEICHI",62,2,3,1,1,3,83149,46.8,281512,64.19,12055556
2003,shiga,4,1001,"OKUMURA, TENZO",59,1,3,2,2,1,78954,44.5,281512,64.19,15144432
2003,shiga,4,305,"TSUBOTA, IKUO",44,1,3,0,3,0,15400,8.7,281512,64.19,2905548
2003,shimane,1,800,"HOSODA, HIROYUKI",59,2,3,1,1,5,117897,61,286260,68.6,8853211
2003,shimane,1,1001,"HAMAGUCHI, KAZUHISA",35,1,3,0,2,0,61071,31.6,286260,68.6,6104110
2003,shimane,1,305,"JODAI, YOSHIO",49,1,3,0,3,0,14237,7.4,286260,68.6,1453682
2003,shimane,2,800,"TAKESHITA, WATARU",57,2,4,1,1,2,145555,63.8,321754,72.49,9565922
2003,shimane,2,1001,"ISHIDA, RYOZO",71,1,4,0,2,0,50951,22.3,321754,72.49,7348741
2003,shimane,2,1002,"DEJIMA, CHIZUKO",59,1,4,0,3,0,20965,9.2,321754,72.49,3531052
2003,shimane,2,305,"MUKOSE, SHINICHI",32,1,4,0,4,0,10774,4.7,321754,72.49,1138827
2003,shizuoka,1,1001,"MAKINO, SEISHU",58,2,5,1,1,3,74745,33.5,379980,60.38,11744290
2003,shizuoka,1,800,"KAMIKAWA, YOKO",50,2,5,2,2,2,67437,30.2,379980,60.38,10567690
2003,shizuoka,1,1,"TANABE, NOBUHIRO",42,1,5,0,3,0,59937,26.8,379980,60.38,9143933
2003,shizuoka,1,305,"KAWASE, SACHIYO",52,1,5,0,4,0,15032,6.7,379980,60.38,1639826
2003,shizuoka,1,1002,"ISHIZUKA, SATOSHI",45,1,5,0,5,0,6093,2.7,379980,60.38,5492902
2003,shizuoka,2,800,"HARADA, YOSHITSUGU",51,1,3,1,1,1,129162,51.5,391657,65.89,6833093
2003,shizuoka,2,1001,"TSUGAWA, SHOGO",31,2,3,0,2,1,107687,42.9,391657,65.89,6377352
2003,shizuoka,2,305,"OKAZAKI, HEISAKU",51,1,3,0,3,0,14096,5.6,391657,65.89,898186
2003,shizuoka,3,800,"YANAGISAWA, HAKUO",68,2,3,1,1,7,138508,59.7,361095,65.7,10214429
2003,shizuoka,3,1001,"SUZUKI, YASUSHI",43,1,3,0,2,0,81364,35.1,361095,65.7,8462058
2003,shizuoka,3,305,"HAYAZAKI, SUEHIRO",58,1,3,0,3,0,12154,5.2,361095,65.7,1202316
2003,shizuoka,4,800,"MOCHIDUKI, YOSHIO",56,2,3,1,1,3,102761,53.1,330193,60.11,18129933
2003,shizuoka,4,1001,"TAMURA, KENJI",35,1,3,0,2,0,76865,39.7,330193,60.11,.
2003,shizuoka,4,305,"NISHITANI, HIDETOSHI",61,1,3,0,3,0,13795,7.1,330193,60.11,988546
2003,shizuoka,5,1001,"HOSONO, GOSHI",32,2,3,1,1,2,137201,49.4,443572,63.68,5652917
2003,shizuoka,5,800,"SAITO, TOSHITSUGU",58,2,3,2,2,6,129988,46.8,443572,63.68,9105438
2003,shizuoka,5,305,"SUGITA, YASUO",56,1,3,0,3,0,10610,3.8,443572,63.68,1693638
2003,shizuoka,6,1001,"WATANABE, SHUA",41,2,4,1,1,3,136066,49.9,453690,61.68,9575161
2003,shizuoka,6,800,"KURIHARA, HIROYASU",54,3,4,0,2,2,100955,37,453690,61.68,7087434
2003,shizuoka,6,1,"HIRATA, JUNICHI",41,1,4,0,3,0,20675,7.6,453690,61.68,6091287
2003,shizuoka,6,305,"SUZUKI, KAZUHIKO",60,1,4,0,4,0,14867,5.5,453690,61.68,2180127
2003,shizuoka,7,1,"KIUCHI, MINORU",38,1,4,1,1,1,98877,46.8,314682,68.18,5904872
2003,shizuoka,7,1030,"KUMAGAI, HIROSHI",63,2,4,0,2,6,58932,27.9,314682,68.18,11630738
2003,shizuoka,7,1001,"HIGUCHI, MICHIKO",48,1,4,0,3,0,43779,20.7,314682,68.18,7715204
2003,shizuoka,7,305,"MORISHIMA, MICHIO",54,1,4,0,4,0,9791,4.6,314682,68.18,1291630
2003,shizuoka,8,800,"SHIONOYA, RYU",53,3,3,1,1,4,104046,47.4,350645,63.46,9705929
2003,shizuoka,8,1001,"SUZUKI, YASUTOMO",46,2,3,2,2,2,101484,46.2,350645,63.46,7706099
2003,shizuoka,8,305,"HIRAGA, TAKASHIGE",49,3,3,0,3,1,14057,6.4,350645,63.46,1445300
2003,tochigi,1,800,"FUNADA, HAJIME",49,3,3,1,1,8,123297,53.1,396896,59.73,17568120
2003,tochigi,1,1001,"MIZUSHIMA, HIROKO",35,2,3,2,2,2,102127,44,396896,59.73,7566729
2003,tochigi,1,305,"TANABE, AKIO",48,1,3,0,3,0,6904,3,396896,59.73,1092592
2003,tochigi,2,800,"MORIYAMA, MAYUMI",76,2,3,1,1,3,96224,59.5,271394,60.71,16841294
2003,tochigi,2,1001,"KOBAYASHI, MAMORU",59,2,3,0,2,4,60010,37.1,271394,60.71,5587955
2003,tochigi,2,305,"FUKUDA, MICHIO",44,1,3,0,3,0,5506,3.4,271394,60.71,693473
2003,tochigi,3,800,"WATANABE, YOSHIMI",51,2,3,1,1,3,100539,74.9,242502,58.02,14262022
2003,tochigi,3,1002,"MATSUNAGA, MASAKI",62,1,3,0,2,0,24513,18.3,242502,58.02,4147640
2003,tochigi,3,305,"MAKI, SHOZO",60,1,3,0,3,0,9186,6.8,242502,58.02,895152
2003,tochigi,4,800,"SATO, TSUTOMU",51,2,3,1,1,3,125031,52.8,389745,62.04,17363123
2003,tochigi,4,1001,"YAMAOKA, KENJI",60,2,3,2,2,3,104159,43.9,389745,62.04,5814210
2003,tochigi,4,305,"YAMAZAKI, TOSHIHIKO",51,1,3,0,3,0,7822,3.3,389745,62.04,1002562
2003,tochigi,5,800,"MOTEGI, TOSHIMITSU",48,2,3,1,1,4,124612,74.1,299231,57.69,15303697
2003,tochigi,5,1001,"NAKATSUKA, HIDENORI",29,1,3,0,2,0,35131,20.9,299231,57.69,5954341
2003,tochigi,5,305,"KAWAKAMI, HITOSHI",47,1,3,0,3,0,8445,5,299231,57.69,1069117
2003,tokushima,1,1001,"SENGOKU, YOSHITO",57,2,3,1,1,4,60917,53,213689,54.73,7592549
2003,tokushima,1,800,"SHICHIJO, AKIRA",52,2,3,2,2,4,44892,39,213689,54.73,10018719
2003,tokushima,1,305,"YAMAMOTO, CHIYOKO",54,1,3,0,3,0,9164,8,213689,54.73,2661698
2003,tokushima,2,800,"YAMAGUCHI, SHUNICHIB",53,2,3,1,1,5,72116,51.4,228800,62.51,15943069
2003,tokushima,2,1001,"TAKAI, MIHO",31,1,3,2,2,1,62494,44.5,228800,62.51,9662676
2003,tokushima,2,305,"FUJITA, HITOSHI",43,1,3,0,3,0,5689,4.1,228800,62.51,2730281
2003,tokushima,3,800,"GOTODA, MASAZUMI",34,2,3,1,1,2,85671,60,226191,64.73,9567787
2003,tokushima,3,1001,"NIKI, HIROBUMI",37,1,3,0,2,0,49411,34.6,226191,64.73,10639068
2003,tokushima,3,305,"KUBO, TAKAYUKI",40,1,3,0,3,0,7687,5.4,226191,64.73,2642356
2003,tokyo,1,1001,"KAIEDA, BANRI",54,2,5,1,1,4,105222,44.6,413613,58.32,11611263
2003,tokyo,1,800,"YOSANO, KAORU",65,3,5,2,2,8,103785,44,413613,58.32,18103646
2003,tokyo,1,305,"SATO, FUMINORI",50,1,5,0,3,0,20640,8.7,413613,58.32,4732811
2003,tokyo,1,1,"HAMADA, MAKIKO",61,1,5,0,4,0,5572,2.4,413613,58.32,970391
2003,tokyo,1,1033,"MATAYOSHI, MITSUO",59,1,5,0,5,0,698,0.3,413613,58.32,618297
2003,tokyo,2,1001,"NAKAYAMA, YOSHIKATSU",58,2,3,1,1,3,104477,48,359604,62.14,14644014
2003,tokyo,2,800,"FUKAYA, TAKASHI",68,3,3,0,2,8,91926,42.2,359604,62.14,16146807
2003,tokyo,2,305,"MURO, KIYOKAZU",48,1,3,0,3,0,21334,9.8,359604,62.14,4256345
2003,tokyo,3,1001,"MATSUBARA, JIN",47,2,3,1,1,2,122181,47.3,448536,59.45,4470122
2003,tokyo,3,800,"ISHIHARA, HIROTAKA",39,1,3,0,2,0,113494,43.9,448536,59.45,13406525
2003,tokyo,3,305,"ONUKI, KIYOFUMI",46,1,3,0,3,0,22615,8.8,448536,59.45,2517203
2003,tokyo,4,800,"NAKANISHI, KAZUYOSHI",39,1,4,1,1,1,90693,41.4,406306,56.55,7922712
2003,tokyo,4,1001,"USAMI, NOBORU",36,3,4,2,2,2,77953,35.5,406306,56.55,9414998
2003,tokyo,4,1030,"YAMATANI, ERIKO",53,2,4,0,3,1,26707,12.2,406306,56.55,8220087
2003,tokyo,4,305,"YAMAGUCHI, TOMIO",49,2,4,2,4,1,23942,10.9,406306,56.55,4687861
2003,tokyo,5,1001,"TEZUKA, YOSHIO",37,2,4,1,1,2,107110,44.1,433014,57.52,8287684
2003,tokyo,5,800,"KOSUGI, TAKASHI",68,3,4,2,2,7,99618,41,433014,57.52,11350604
2003,tokyo,5,1,"ENDO, NOBUHIKO",40,1,4,0,3,0,18213,7.5,433014,57.52,3358432
2003,tokyo,5,305,"MIYAMOTO, SAKAE",41,1,4,0,4,0,17927,7.4,433014,57.52,6441178
2003,tokyo,6,1001,"KOMIYAMA, YOKO",55,2,4,1,1,2,131715,52.2,459379,56.54,5494248
2003,tokyo,6,800,"OCHI, TAKAO",39,1,4,0,2,0,78650,31.2,459379,56.54,8863495
2003,tokyo,6,1002,"HOSAKA, NOBUTO",47,2,4,0,3,2,23320,9.2,459379,56.54,7477616
2003,tokyo,6,305,"TANAKA, MIYOKO",56,1,4,0,4,0,18625,7.4,459379,56.54,3401412
2003,tokyo,7,1001,"NAGATSUMA, AKIRA",43,2,5,1,1,2,99891,43.1,430428,55.33,9615473
2003,tokyo,7,800,"MATSUMOTO, FUMIAKI",54,1,5,0,2,0,83588,36,430428,55.33,.
2003,tokyo,7,305,"OZAWA, TETSUO",62,1,5,0,3,0,21982,9.5,430428,55.33,3846185
2003,tokyo,7,1,"YABE, HAJIME",52,1,5,0,4,0,14743,6.4,430428,55.33,4870779
2003,tokyo,7,1002,"FUKE, TAKASHI",56,1,5,0,5,0,11778,5.1,430428,55.33,4265985
2003,tokyo,8,800,"ISHIHARA, NOBUTERU",46,2,4,1,1,5,136429,55,443147,57.39,16298494
2003,tokyo,8,1001,"SUZUKI, MORIO",37,1,4,0,2,0,78007,31.4,443147,57.39,7162228
2003,tokyo,8,305,"SAWADA, SHUNJI",52,1,4,0,3,0,17572,7.1,443147,57.39,4686798
2003,tokyo,8,1002,"SUGIYAMA, AKIKO",26,1,4,0,4,0,16156,6.5,443147,57.39,3754557
2003,tokyo,9,800,"SUGAWARA, ISSHU",41,1,4,1,1,1,112868,45.8,423412,59.73,17693190
2003,tokyo,9,1001,"YOSHIDA, KOICHI",63,2,4,0,2,3,96662,39.2,423412,59.73,7737214
2003,tokyo,9,305,"MOCHIZUKI, YASUKO",47,1,4,0,3,0,27903,11.3,423412,59.73,6383083
2003,tokyo,9,1002,"MURATA, SATOSHI",52,1,4,0,4,0,8841,3.6,423412,59.73,6575689
2003,tokyo,10,800,"KOBAYASHI, KOKI",59,2,4,1,1,4,81979,45.2,332694,56.27,18096762
2003,tokyo,10,1001,"SAMEJIMA, MUNEAKI",59,2,4,2,2,3,77417,42.7,332694,56.27,11392841
2003,tokyo,10,305,"YAMAMOTO, TOSHIE",54,1,4,0,3,0,19338,10.7,332694,56.27,2204395
2003,tokyo,10,1038,"SHIRAI, SAKAE",66,1,4,0,4,0,2706,1.5,332694,56.27,.
2003,tokyo,11,800,"SHIMOMURA, HAKUBUN",49,2,3,1,1,3,113477,49,427315,56.23,10167166
2003,tokyo,11,1001,"WATANABE, KOICHIRO",59,3,3,0,2,1,87331,37.7,427315,56.23,10311129
2003,tokyo,11,305,"TOKUTOME, MICHINOBU",51,1,3,0,3,0,30998,13.4,427315,56.23,4565152
2003,tokyo,12,850,"OTA, AKIHIRO",58,2,3,1,1,4,98700,44.1,383127,60.98,16471224
2003,tokyo,12,1001,"FUJITA, YUKIHISA",53,3,3,2,2,2,95110,42.4,383127,60.98,13869556
2003,tokyo,12,305,"YAMAGISHI, MITSUO",52,1,3,0,3,0,30251,13.5,383127,60.98,3901395
2003,tokyo,13,1001,"JOJIMA, MASAMITSU",56,2,3,1,1,3,90277,43.6,400612,53.67,6478612
2003,tokyo,13,800,"KAMOSHITA, ICHIRO",54,2,3,2,2,4,88254,42.6,400612,53.67,9951644
2003,tokyo,13,305,"TAMURA, TOMOKO",38,1,3,0,3,0,28605,13.8,400612,53.67,5863159
2003,tokyo,14,800,"MATSUSHIMA, MIDORI",47,2,4,1,1,2,66417,34.3,336820,58.76,8409722
2003,tokyo,14,1001,"INOUE, KAZUO",51,2,4,2,2,2,63385,32.8,336820,58.76,9496709
2003,tokyo,14,1030,"NISHIKAWA, TAIICHIRO",61,2,4,0,3,3,44799,23.2,336820,58.76,7162877
2003,tokyo,14,305,"ITO, FUMIO",59,1,4,0,4,0,18799,9.7,336820,58.76,5178326
2003,tokyo,15,800,"KIMURA, BEN",64,3,4,1,1,2,69164,35.4,332572,60.35,9070825
2003,tokyo,15,1001,"AZUMA, SHOZO",52,2,4,0,2,3,58616,30,332572,60.35,3342544
2003,tokyo,15,1,"KAKIZAWA, KOJI",69,2,4,0,3,7,47843,24.5,332572,60.35,10280983
2003,tokyo,15,305,"HARITA, NOBUYUKI",32,1,4,0,4,0,19610,10,332572,60.35,4277539
2003,tokyo,16,800,"SHIMAMURA, YOSHINOBU",69,3,4,1,1,8,80015,35.3,432954,54.27,.
2003,tokyo,16,1001,"NAKATSUGAWA, HIROSATO",54,2,4,2,2,2,70189,31,432954,54.27,17391812
2003,tokyo,16,1,"UDAGAWA, YOSHIO",74,2,4,0,3,1,58250,25.7,432954,54.27,8301010
2003,tokyo,16,305,"ABE, YASUNORI",47,1,4,0,4,0,17985,7.9,432954,54.27,2140380
2003,tokyo,17,800,"HIRASAWA, KATSUEI",58,2,3,1,1,3,142916,62,427432,57.39,17820381
2003,tokyo,17,1001,"NISHIKOORI, ATSUSHI",58,3,3,0,2,1,65269,28.3,427432,57.39,5933639
2003,tokyo,17,305,"KANNO, KATSUSUKE",58,1,3,0,3,0,22316,9.7,427432,57.39,5200080
2003,tokyo,18,1001,"KAN, NAOTO",57,2,3,1,1,8,139195,58.4,389002,62.38,16230601
2003,tokyo,18,800,"HATOYAMA, KUNIO",55,2,3,2,2,9,83337,34.9,389002,62.38,15662126
2003,tokyo,18,305,"KOBAYASHI, MOTONORI",37,1,3,0,3,0,16010,6.7,389002,62.38,5859160
2003,tokyo,19,1001,"SUEMATSU, YOSHINORI",46,2,4,1,1,3,136082,52.9,441981,59.88,6488174
2003,tokyo,19,800,"MATSUMOTO, YOHEI",30,1,4,0,2,0,88501,34.4,441981,59.88,.
2003,tokyo,19,305,"FUJIOKA, TOMOAKI",56,1,4,0,3,0,22921,8.9,441981,59.88,1921511
2003,tokyo,19,1002,"YOKOTA, SHOZO",34,1,4,0,4,0,9529,3.7,441981,59.88,4590485
2003,tokyo,20,1001,"KATO, KOICHIB",39,2,3,1,1,2,111041,50.7,380991,60.09,3009219
2003,tokyo,20,800,"SHIMIZU, SEIICHIRO",56,1,3,0,2,0,81588,37.2,380991,60.09,7571771
2003,tokyo,20,305,"IKEDA, MARIKO",49,1,3,0,3,0,26434,12.1,380991,60.09,3626907
2003,tokyo,21,1001,"NAGASHIMA, AKIHISA",41,1,4,1,1,1,81398,39.2,360711,59.17,12887531
2003,tokyo,21,800,"HASHIMOTO, JOJI",54,1,4,0,2,0,71873,34.6,360711,59.17,11421335
2003,tokyo,21,1,"KAWADA, ETSUKO",54,2,4,0,3,1,37019,17.8,360711,59.17,5858706
2003,tokyo,21,305,"TAGAWA, YUTAKA",35,1,4,0,4,0,17409,8.4,360711,59.17,6389098
2003,tokyo,22,1001,"YAMAHANA, IKUO",36,2,4,1,1,2,113931,45.9,432492,58.89,8327221
2003,tokyo,22,800,"ITO, TATSUYA",42,2,4,2,2,4,105385,42.5,432492,58.89,11406901
2003,tokyo,22,305,"WAKABAYASHI, YOSHIHARU",53,1,4,0,3,0,24859,10,432492,58.89,4481312
2003,tokyo,22,1,"SATO, MORITAKA",55,1,4,0,4,0,4001,1.6,432492,58.89,.
2003,tokyo,23,800,"ITO, KOSUKE",62,2,3,1,1,8,126221,48.5,437355,61.11,13979731
2003,tokyo,23,1001,"ISHIGE, EIKO",65,2,3,2,2,3,110266,42.3,437355,61.11,5305102
2003,tokyo,23,305,"IMAMURA, JUNICHIRO",44,1,3,0,3,0,23943,9.2,437355,61.11,6220637
2003,tokyo,24,800,"HAGIUDA, KOICHI",40,1,4,1,1,1,108843,44.3,425377,60.09,14224212
2003,tokyo,24,1001,"AKUTSU, YUKIHIKO",47,2,4,2,2,2,106733,43.4,425377,60.09,7663477
2003,tokyo,24,305,"FUJIMOTO, MINORU",34,1,4,0,3,0,21407,8.7,425377,60.09,6533048
2003,tokyo,24,1,"ISHIBASHI, KAORU",48,1,4,0,4,0,8762,3.6,425377,60.09,7272695
2003,tokyo,25,800,"INOUE, SHINJI",34,1,4,1,1,1,80443,46.3,315478,57.25,13437501
2003,tokyo,25,1001,"SHIMADA, HISASHI",68,1,4,2,2,1,71151,40.9,315478,57.25,13724272
2003,tokyo,25,305,"SUZUKI, TAKUYA",33,1,4,0,3,0,15381,8.8,315478,57.25,3067501
2003,tokyo,25,1,"IKEDA, SHOJI",53,1,4,0,4,0,6858,3.9,315478,57.25,1013030
2003,tottori,1,800,"ISHIBA, SHIGERU",46,2,3,1,1,6,114283,71.6,260451,64.23,7157339
2003,tottori,1,1002,"TANAKA, KIYOICHI",50,1,3,0,2,0,31236,19.6,260451,64.23,5482656
2003,tottori,1,305,"SUIZU, IWAO",53,1,3,0,3,0,14092,8.8,260451,64.23,1328149
2003,tottori,2,1,"KAWAKAMI, YOSHIHIRO",53,1,4,1,1,1,52466,33.1,231044,70,5304158
2003,tottori,2,1001,"YAMAUCHI, OSAMU",49,2,4,2,2,2,50989,32.1,231044,70,15938578
2003,tottori,2,800,"AIZAWA, HIDEYUKI",84,2,4,0,3,9,45900,28.9,231044,70,7535701
2003,tottori,2,305,"OTANI, TERUKO",67,1,4,0,4,0,9266,5.8,231044,70,1670900
2003,toyama,1,800,"NAGASE, JINEN",60,2,3,1,1,5,76154,55.5,261461,53.72,21060328
2003,toyama,1,1001,"MURAI, MUNEAKI",30,1,3,2,2,1,51306,37.4,261461,53.72,7267070
2003,toyama,1,305,"YAMADA, TETSUO",56,1,3,0,3,0,9764,7.1,261461,53.72,1775057
2003,toyama,2,800,"MIYAKOSHI, MITSUHIRO",52,2,4,1,1,3,93849,59.4,257400,62.72,19176042
2003,toyama,2,1001,"NISHIO, MASAEI",42,1,4,0,2,0,42244,26.8,257400,62.72,8477934
2003,toyama,2,1002,"TATSUO, TETSUO",54,1,4,0,3,0,13792,8.7,257400,62.72,4625305
2003,toyama,2,305,"FURUSAWA, TOSHIYUKI",49,1,4,0,4,0,8015,5.1,257400,62.72,1525824
2003,toyama,3,800,"WATANUKI, TAMISUKE",76,2,3,1,1,12,159316,69.7,391568,60.64,16918870
2003,toyama,3,1002,"KUBOTA, MASATO",56,1,3,0,2,0,51663,22.6,391568,60.64,6538924
2003,toyama,3,305,"SAKAMOTO, HIROSHIB",33,1,3,0,3,0,17756,7.8,391568,60.64,1772611
2003,wakayama,1,800,"TANIMOTO, TATSUYA",37,2,2,1,1,2,101602,68.9,314436,51.17,11708591
2003,wakayama,1,305,"SHIMOKADO, TSUTOMU",50,1,2,0,2,0,45851,31.1,314436,51.17,2381039
2003,wakayama,2,800,"ISHIDA, MASATOSHI",51,2,3,1,1,2,77102,51,236169,65.96,12999444
2003,wakayama,2,1001,"KISHIMOTO, TAKESHI",33,1,3,2,2,1,63145,41.7,236169,65.96,14259196
2003,wakayama,2,305,"FRUKURA, SHINJI",62,1,3,0,3,0,11020,7.3,236169,65.96,676561
2003,wakayama,3,1030,"NIKAI, TOSHIHIRO",64,2,2,1,1,7,148274,78.4,315076,65.26,3482529
2003,wakayama,3,305,"UEDA, MINORUB",56,1,2,0,2,0,40930,21.6,315076,65.26,3314850
2003,yamagata,1,800,"ENDO, TOSHIAKI",53,3,4,1,1,3,100764,49.9,304436,67.2,12425517
2003,yamagata,1,1001,"KANO, MICHIHIKO",61,2,4,2,2,10,81580,40.4,304436,67.2,12687499
2003,yamagata,1,1002,"SAITO, SHOSUKE",64,1,4,0,3,0,12266,6.1,304436,67.2,8868492
2003,yamagata,1,305,"ISHIKAWA, SHO",29,1,4,0,4,0,7356,3.6,304436,67.2,2134484
2003,yamagata,2,800,"ENDO, TAKEHIKO",65,2,3,1,1,5,124591,51.8,353198,69.33,13294701
2003,yamagata,2,1001,"KONDO, YOSUKE",38,1,3,2,2,1,106846,44.4,353198,69.33,16915405
2003,yamagata,2,305,"YOKOYAMA, KENJI",45,1,3,0,3,0,9094,3.8,353198,69.33,917866
2003,yamagata,3,1,"KATO, KOICHIA",64,3,3,1,1,11,137206,58.9,330039,72.09,9925037
2003,yamagata,3,1001,"SAITO, JUNB",34,2,3,0,2,1,84946,36.5,330039,72.09,9956929
2003,yamagata,3,305,"SATO, MASAYUKIA",31,1,3,0,3,0,10735,4.6,330039,72.09,1906298
2003,yamaguchi,1,800,"KOMURA, MASAHIKO",61,2,3,1,1,8,137830,63.6,356394,62.02,12093846
2003,yamaguchi,1,1001,"OIZUMI, HIROKO",53,1,3,0,2,0,66672,30.8,356394,62.02,7820925
2003,yamaguchi,1,305,"UONAGA, TOMOYUKI",45,1,3,0,3,0,12071,5.6,356394,62.02,1143724
2003,yamaguchi,2,1001,"HIRAOKA, HIDEO",49,2,3,1,1,2,109647,51.6,312564,69.36,13710454
2003,yamaguchi,2,800,"SATO, SHINJIA",71,3,3,2,2,8,91087,42.9,312564,69.36,8849392
2003,yamaguchi,2,305,"YAMANAKA, RYOJI",44,1,3,0,3,0,11721,5.5,312564,69.36,999178
2003,yamaguchi,3,800,"KAWAMURA, TAKEO",60,2,3,1,1,5,111658,63.2,286993,63.14,12494156
2003,yamaguchi,3,1001,"IWAMOTO, SUSUMU",60,1,3,0,2,0,50975,28.9,286993,63.14,11279672
2003,yamaguchi,3,305,"TANAKA, TERUHISA",31,1,3,0,3,0,13909,7.9,286993,63.14,1462281
2003,yamaguchi,4,800,"ABE, SHINZO",49,2,3,1,1,4,140347,79.7,276936,65.01,6440939
2003,yamaguchi,4,1002,"KOJIMA, JUNICHIRO",32,1,3,0,2,0,21202,12,276936,65.01,4356259
2003,yamaguchi,4,305,"IKENOUE, HIROSHI",49,1,3,0,3,0,14438,8.2,276936,65.01,1587520
2003,yamanashi,1,1001,"OZAWA, SAKIHITO",49,2,3,1,1,4,71623,54.9,221222,60.57,12416793
2003,yamanashi,1,800,"YONEDA, KENZO",56,2,3,0,2,3,45282,34.7,221222,60.57,8696576
2003,yamanashi,1,305,"ENDO, AKIKO",52,1,3,0,3,0,13545,10.4,221222,60.57,2150766
2003,yamanashi,2,800,"HORIUCHI, MITSUO",73,2,2,1,1,9,101727,77.1,237369,59.43,11307767
2003,yamanashi,2,305,"HANADA, HITOSHI",42,1,2,0,2,0,30225,22.9,237369,59.43,1932893
2003,yamanashi,3,800,"HOSAKA, TAKESHI",58,2,3,1,1,2,83107,52.9,244484,66.07,12711859
