year,ku,kun,party,name,age,status,nocand,wl,rank,previous,vote,voteshare,eligible,turnout,exp
1996,fukushima,4,800,"SAITO, FUMIAKI",53,2,3,0,2,1,87643,45.5,258159,76.08,8473142
1996,fukushima,4,305,"HARADA, TOSHIHIRO",37,1,3,0,3,0,11226,5.8,258159,76.08,3034111
1996,fukushima,5,1000,"SAKAMOTO, GOJI",51,2,4,1,1,3,79027,38.2,338936,61.94,9637438
1996,fukushima,5,800,"TANAKA, NAOKI",56,2,4,0,2,3,78690,38.1,338936,61.94,17769932
1996,fukushima,5,1001,"SUZUKI, HISASHI",56,3,4,0,3,1,34082,16.5,338936,61.94,12048851
1996,fukushima,5,305,"SATO, TOSHIHIKO",40,1,4,0,4,0,14862,7.2,338936,61.94,4190640
1996,gifu,1,800,"NODA, SEIKO",36,2,4,1,1,2,70799,37.1,318602,60.76,11143073
1996,gifu,1,1000,"MATSUDA, IWAO",59,2,4,0,2,3,66892,35.1,318602,60.76,21500278
1996,gifu,1,1001,"WATANABE, KAZO",70,2,4,0,3,3,33640,17.6,318602,60.76,19412341
1996,gifu,1,305,"KINOSHITA, RITSUKO",49,1,4,0,4,0,19509,10.2,318602,60.76,3010816
1996,gifu,2,800,"TANAHASHI, YASUFUMI",33,1,3,1,1,1,94796,51.7,303005,62.03,15320554
1996,gifu,2,1000,"KOJIMA, SHOJIRO",42,1,3,0,2,0,69808,38.1,303005,62.03,14284072
1996,gifu,2,305,"NISHIMOTO, YUJI",41,1,3,0,3,0,18640,10.2,303005,62.03,2736144
1996,gifu,3,800,"MUTO, KABUN",69,2,3,1,1,11,117933,53.1,385503,59.41,21140769
1996,gifu,3,1000,"YOSHIOKA, TETSUO",48,1,3,0,2,0,75038,33.8,385503,59.41,14327411
1996,gifu,3,305,"KURATA, TAKUJI",64,1,3,0,3,0,29071,13.1,385503,59.41,2652506
1996,gifu,4,800,"FUJII, TAKAO",53,2,3,1,1,2,131976,58.1,337046,69.61,23348567
1996,gifu,4,1000,"TAKAI, KAZUNOBU",55,1,3,0,2,0,67082,29.5,337046,69.61,9393601
1996,gifu,4,305,"SHIRAKAWA, MITSUO",61,1,3,0,3,0,28115,12.4,337046,69.61,2190860
1996,gifu,5,800,"FURUYA, KEIJI",43,2,5,1,1,3,79133,42.4,279909,68.06,15438005
1996,gifu,5,1000,"ANDO, MICHIHIRO",61,1,5,0,2,0,50496,27.1,279909,68.06,10493698
1996,gifu,5,1,"YAMASHITA, YASUO",54,2,5,0,3,4,34764,18.6,279909,68.06,11785893
1996,gifu,5,305,"INAGUMA, JIRO",71,1,5,0,4,0,13272,7.1,279909,68.06,3188457
1996,gifu,5,1001,"KONDO, HIDEICHI",41,1,5,0,5,0,8935,4.8,279909,68.06,8006202
1996,gunma,1,800,"OMI, KOJI",63,2,4,1,1,5,110103,49.9,376661,60.34,15664587
1996,gunma,1,1000,"KUMAKAWA, TSUGIO",65,3,4,0,2,4,58025,26.3,376661,60.34,19290885
1996,gunma,1,1001,"TAKAHASHI, HITOSHIA",31,1,4,0,3,0,31358,14.2,376661,60.34,9343883
1996,gunma,1,305,"HASEGAWA, KAORU",46,1,4,0,4,0,21193,9.6,376661,60.34,1708867
1996,gunma,2,1000,"SASAGAWA, TAKASHI",61,2,4,1,1,4,81026,47.1,310752,57.52,19052587
1996,gunma,2,800,"MORITA, OSAMU",47,1,4,0,2,0,59230,34.5,310752,57.52,15203629
1996,gunma,2,305,"KOSUGE, KEIJI",45,1,4,0,3,0,20183,11.7,310752,57.52,1412650
1996,gunma,2,1003,"MOGAMI, SUSUMU",55,1,4,0,4,0,11484,6.7,310752,57.52,3483551
1996,gunma,3,800,"YATSU, YOSHIO",62,2,4,1,1,4,85562,51.5,281239,61.53,21089137
1996,gunma,3,1000,"SASAKAWA, HIROYOSHI",30,1,4,0,2,0,41452,24.9,281239,61.53,19981447
1996,gunma,3,1001,"NAGANUMA, HIROMU",46,1,4,0,3,0,28901,17.4,281239,61.53,11687750
1996,gunma,3,305,"SHIBUSAWA, TETSUO",37,1,4,0,4,0,10262,6.2,281239,61.53,1508233
1996,gunma,4,800,"FUKUDA, YASUOB",60,2,4,1,1,3,73674,46,275345,60.47,17906620
1996,gunma,4,1000,"KOMAI, MINORU",55,1,4,0,2,0,45134,28.2,275345,60.47,.
1996,gunma,4,1001,"NAKAJIMA, MASAKI",43,1,4,0,3,0,24977,15.6,275345,60.47,7147114
1996,gunma,4,305,"IIZUKA, TOSHIHIKO",41,1,4,0,4,0,16425,10.3,275345,60.47,888760
1996,gunma,5,800,"OBUCHI, KEIZO",59,2,3,1,1,12,127052,70.7,307022,61.85,15902509
1996,gunma,5,1001,"SHIBAYAMA, MIYUKI",48,1,3,0,2,0,33218,18.5,307022,61.85,8902156
1996,gunma,5,305,"SUMIYA, TERUHIKO",68,1,3,0,3,0,19438,10.8,307022,61.85,1409830
1996,hiroshima,1,800,"KISHIDA, FUMIO",39,2,7,1,1,2,64709,44.1,298892,50.13,16816791
1996,hiroshima,1,1000,"NAKAHARA, KOJI",33,1,7,0,2,0,42108,28.7,298892,50.13,16824004
1996,hiroshima,1,1002,"MATSUSAKA, CHIKO",37,1,7,0,3,0,12301,8.4,298892,50.13,4710156
1996,hiroshima,1,305,"HIRANO, MITSUNORI",44,1,7,0,4,0,11128,7.6,298892,50.13,680843
1996,hiroshima,1,1001,"HORIMA, TEIKO",51,1,7,0,5,0,9746,6.6,298892,50.13,6651366
1996,hiroshima,1,1004,"NOBUI, YUKO",30,1,7,0,6,0,5930,4,298892,50.13,5142446
1996,hiroshima,1,1,NIIMOTO HITOSHI,46,1,7,0,7,0,939,0.6,298892,50.13,876573
1996,hiroshima,2,1000,"AWAYA, TOSHINOBU",70,2,5,1,1,4,67876,34.7,362566,55.17,16596032
1996,hiroshima,2,800,"HINOKIDA, JIN",54,1,5,2,2,1,60986,31.2,362566,55.17,17745566
1996,hiroshima,2,1002,"AKIBA, TADATOSHI",53,2,5,2,3,3,48142,24.6,362566,55.17,12011578
1996,hiroshima,2,305,"MAKINO, TERUKO",52,1,5,0,4,0,14688,7.5,362566,55.17,1261821
1996,hiroshima,2,1004,"ITO, MASATOSHI",49,1,5,0,5,0,3862,2,362566,55.17,5119258
1996,hiroshima,3,800,"KAWAI, KATSUYUKI",33,1,5,1,1,1,65928,38.3,316107,55.65,11512211
1996,hiroshima,3,1000,"MASUHARA, YOSHITAKE",51,1,5,0,2,0,57516,33.4,316107,55.65,10559638
1996,hiroshima,3,1004,"TSUJIKOMA, KEIZO",40,1,5,0,3,0,18714,10.9,316107,55.65,8213150
1996,hiroshima,3,1002,"KATAYAMA, HARUKO",66,1,5,0,4,0,16476,9.6,316107,55.65,5735068
1996,hiroshima,3,305,"TANAKA, TOMINORI",36,1,5,0,5,0,13506,7.8,316107,55.65,296172
1996,hiroshima,4,800,"NAKAGAWA, HIDENAO",52,2,3,1,1,6,97056,69.7,267565,55.52,17347481
1996,hiroshima,4,1004,"AKIMITSU, TAMIE",50,1,3,0,2,0,27875,20,267565,55.52,6247427
1996,hiroshima,4,305,"NISHIOKA, JUN",58,1,3,0,3,0,14365,10.3,267565,55.52,2197202
1996,hiroshima,5,800,"IKEDA, YUKIHIKO",59,2,4,1,1,8,105602,59.7,291529,62.95,13172594
1996,hiroshima,5,1001,"MORII, CHURYO",67,2,4,0,2,7,45849,25.9,291529,62.95,12937466
1996,hiroshima,5,1004,"HACHIYAMA, YUKIMITSU",65,1,4,0,3,0,14851,8.4,291529,62.95,7622394
1996,hiroshima,5,305,"HORIKOSHI, KAZUYUKI",54,1,4,0,4,0,10468,5.9,291529,62.95,568730
1996,hiroshima,6,800,"KAMEI, SHIZUKA",59,2,4,1,1,7,122071,48.8,345276,73.82,16924411
1996,hiroshima,6,1000,"SATO, KOJI",37,1,4,0,2,0,88391,35.4,345276,73.82,13106468
1996,hiroshima,6,1004,"KOMORI, TATSUKUNI",64,2,4,0,3,2,29092,11.6,345276,73.82,5901271
1996,hiroshima,6,305,"HASHIMOTO, TOMOFUMI",52,1,4,0,4,0,10373,4.2,345276,73.82,2063910
1996,hiroshima,7,800,"MIYAZAWA, KIICHI",77,2,4,1,1,11,95045,47.3,348738,58.64,23462045
1996,hiroshima,7,1000,"YANAGIDA, MINORU",41,2,4,0,2,2,69603,34.7,348738,58.64,10053148
1996,hiroshima,7,1004,"TAKAHASHI, SHINSAKU",63,1,4,0,3,0,21240,10.6,348738,58.64,5950317
1996,hiroshima,7,305,"SHIMIZU, MATSUTARO",63,1,4,0,4,0,14915,7.4,348738,58.64,1665229
1996,hokkaido,1,1001,"YOKOMICHI, TAKAHIRO",55,3,4,1,1,6,102577,45.9,412648,56.71,11148893
1996,hokkaido,1,800,"MASUGI, EIICHI",50,1,4,0,2,0,56265,25.2,412648,56.71,18126426
1996,hokkaido,1,305,"KOMURA, TEIZO",49,1,4,0,3,0,32703,14.6,412648,56.71,2693067
1996,hokkaido,1,1,"HASEGAWA, GAKU",25,1,4,0,4,0,32019,14.3,412648,56.71,5346761
1996,hokkaido,2,1000,"OSANAI, JUNICHI",49,2,5,1,1,2,73697,34.7,388568,56.95,15548523
1996,hokkaido,2,800,"YOSHIKAWA, TAKAMORI",46,1,5,2,2,1,63524,29.9,388568,56.95,18840226
1996,hokkaido,2,305,"YAMANE, YUKITSUGU",47,1,5,0,3,0,48273,22.8,388568,56.95,3060140
1996,hokkaido,2,1003,"MATSUKI, KENKO",37,1,5,0,4,0,20009,9.4,388568,56.95,20293673
1996,hokkaido,2,1012,"SAWADA, KENICHI",32,1,5,0,5,0,6653,3.1,388568,56.95,1753560
1996,hokkaido,3,800,"ISHIZAKI, GAKU",41,1,5,1,1,1,54275,26.3,387306,54.29,10658195
1996,hokkaido,3,1001,"ARAI, SATOSHI",50,2,5,0,2,1,51479,25,387306,54.29,16945966
1996,hokkaido,3,1000,"MITSUI, WAKIO",53,1,5,0,3,0,50902,24.7,387306,54.29,23468925
1996,hokkaido,3,305,"KODAMA, KENJI",63,3,5,2,4,3,40623,19.7,387306,54.29,3064732
1996,hokkaido,3,1004,"UCHIMOTO, TOMOKA",27,1,5,0,5,0,9010,4.4,387306,54.29,7976879
1996,hokkaido,4,800,"SATO, SHIZUO",55,2,4,1,1,3,58371,30.7,319260,60.97,10446262
1996,hokkaido,4,1000,"SUZUKI, KOJIA",50,1,4,0,2,0,53332,28.1,319260,60.97,16749999
1996,hokkaido,4,1001,"IKEDA, RYUICHI",51,2,4,0,3,1,51714,27.2,319260,60.97,9941717
1996,hokkaido,4,305,"YAMATO, TOKIYA",60,1,4,0,4,0,26562,14,319260,60.97,2867590
1996,hokkaido,5,800,"MACHIMURA, NOBUTAKA",52,2,4,1,1,5,113282,49.8,397226,60.53,20484568
1996,hokkaido,5,1000,"ONO, KENTARO",35,1,4,0,2,0,61846,27.2,397226,60.53,12209677
1996,hokkaido,5,305,"MIYAUCHI, SATOSHI",33,1,4,0,3,0,44885,19.7,397226,60.53,2206739
1996,hokkaido,5,1003,"IKENAKA, MARIE",54,1,4,0,4,0,7576,3.3,397226,60.53,10271581
1996,hokkaido,6,1001,"SASAKI, HIDENORI",62,2,4,1,1,3,76572,48.7,285728,56.27,16639029
1996,hokkaido,6,800,"IMAZU, HIROSHI",50,2,4,0,2,2,46609,29.7,285728,56.27,11724899
1996,hokkaido,6,305,"OGIU, KAZUTOSHI",46,1,4,0,3,0,16992,10.8,285728,56.27,2407141
1996,hokkaido,6,1,"SASAKI, EIICHI",25,1,4,0,4,0,16982,10.8,285728,56.27,16795418
1996,hokkaido,7,800,"KANETA, EIKO",53,2,4,1,1,2,65955,34.4,274610,71.46,15535872
1996,hokkaido,7,1001,"SAKURABA, YASUKI",54,1,4,0,2,0,62549,32.6,274610,71.46,12784802
1996,hokkaido,7,1000,"UEKUSA, YOSHITERU",57,3,4,0,3,5,52300,27.2,274610,71.46,17921008
1996,hokkaido,7,305,"MASHIKO, MASATADA",50,1,4,0,4,0,11149,5.8,274610,71.46,2332770
1996,hokkaido,8,1001,"HACHIRO, YOSHIO",48,2,3,1,1,3,110305,47.5,420820,57.38,11587852
1996,hokkaido,8,800,"SATO, KOKO",68,2,3,2,2,11,94700,40.8,420820,57.38,9194236
1996,hokkaido,8,305,"TAKAHASHI, KADAI",37,1,3,0,3,0,27058,11.7,420820,57.38,4029935
1996,hokkaido,9,1001,"HATOYAMA, YUKIO",49,2,3,1,1,4,131936,52.8,418266,62.5,14870198
1996,hokkaido,9,800,"TAKAHASHI, TATSUO",67,2,3,0,2,5,68793,27.5,418266,62.5,22137176
1996,hokkaido,9,305,"KAMI, TOMOKO",41,1,3,0,3,0,49196,19.7,418266,62.5,5527055
1996,hokkaido,10,1001,"KODAIRA, TADAMASA",54,2,3,1,1,3,100489,49.8,324395,65.18,13691598
1996,hokkaido,10,800,"WATANABE, SHOICHI",66,2,3,0,2,6,72641,36,324395,65.18,16148437
1996,hokkaido,10,305,"FUJISAKI, ISAO",64,1,3,0,3,0,28609,14.2,324395,65.18,5155129
1996,hokkaido,11,800,"NAKAGAWA, SHOICHI",43,2,3,1,1,5,97428,53.5,278439,67.34,23930704
1996,hokkaido,11,1001,"IKEMOTO, RYUJI",49,1,3,0,2,0,67250,37,278439,67.34,15578277
1996,hokkaido,11,305,"SATO, ITOE",50,1,3,0,3,0,17319,9.5,278439,67.34,1986409
1996,hokkaido,12,800,"TAKEBE, TSUTOMU",55,2,3,1,1,4,92114,52,268227,67.84,20108817
1996,hokkaido,12,1001,"NAGAI, TETSUO",46,2,3,0,2,1,69971,39.5,268227,67.84,13005630
1996,hokkaido,12,305,"MURAGUCHI, TERUMI",60,1,3,0,3,0,14976,8.5,268227,67.84,3161686
1996,hokkaido,13,1000,"KITAMURA, NAOTO",49,2,4,1,1,4,83490,42.8,288283,68.83,22114325
1996,hokkaido,13,800,"SUZUKI, MUNEO",48,2,4,2,2,5,55491,28.4,288283,68.83,14841911
1996,hokkaido,13,1001,"OKADA, ATSUSHI",45,1,4,0,3,0,41565,21.3,288283,68.83,14759481
1996,hokkaido,13,305,"ISHIKAWA, AKEMI",45,1,4,0,4,0,14736,7.5,288283,68.83,3444628
1996,hyogo,1,1000,"ISHII, HAJIME",62,2,5,1,1,9,52064,33.6,305396,52.54,4422243
1996,hyogo,1,800,"SUNADA, KEISUKE",62,1,5,2,2,1,50181,32.4,305396,52.54,9903312
1996,hyogo,1,305,"MATSUDA, TAKAHIKO",37,1,5,0,3,0,32744,21.1,305396,52.54,4119773
1996,hyogo,1,1004,"UENO, KEIJI",48,1,5,0,4,0,14508,9.4,305396,52.54,5435651
1996,hyogo,1,1003,"MIYAUSHIRO, SHIGEKI",50,1,5,0,5,0,5567,3.6,305396,52.54,.
1996,hyogo,2,1000,"AKABA, KAZUYOSHI",38,2,5,1,1,2,63676,34.2,351513,54.51,11584215
1996,hyogo,2,800,"OKUTANI, TORU",45,1,5,0,2,0,54570,29.3,351513,54.51,9467389
1996,hyogo,2,305,"IMURA, HIROKO",50,1,5,0,3,0,34699,18.6,351513,54.51,2573298
1996,hyogo,2,928,"TAKAMI, YUICHI",40,2,5,0,4,1,30537,16.4,351513,54.51,7294332
1996,hyogo,2,1010,"SHIMIZU, WAICHIRO",58,1,5,0,5,0,2744,1.5,351513,54.51,.
1996,hyogo,3,1005,"DOI, RYUICHI",57,2,5,1,1,3,57368,34.8,320501,53.74,6789229
1996,hyogo,3,800,"KATO, EIICHI",46,1,5,0,2,0,40556,24.6,320501,53.74,5352934
1996,hyogo,3,1004,"OKAZAKI, HIROMI",45,2,5,0,3,2,33487,20.3,320501,53.74,12790985
1996,hyogo,3,305,"FUKUDA, MICHIYO",50,1,5,0,4,0,27844,16.9,320501,53.74,4051621
1996,hyogo,3,1010,"TANIGUCHI, SHUJI",45,1,5,0,5,0,5686,3.4,320501,53.74,.
1996,hyogo,4,1000,"INOUE, KIICHI",64,2,4,1,1,4,110873,49.5,386834,59.37,17877668
1996,hyogo,4,800,"KONISHI, SHUNICHI",48,1,4,0,2,0,65224,29.1,386834,59.37,12444923
1996,hyogo,4,305,"KANEDA, MINEO",31,1,4,0,3,0,24649,11,386834,59.37,3910647
1996,hyogo,4,1001,"YOSHIMURA, SEIJI",31,1,4,0,4,0,23361,10.4,386834,59.37,4378928
1996,hyogo,5,800,"TANI, YOICHI",69,2,3,1,1,8,108180,47.9,342639,68.07,18524454
1996,hyogo,5,1005,"YOSHIOKA, KENJI",58,2,3,0,2,2,91989,40.7,342639,68.07,10199108
1996,hyogo,5,305,"MAEDA, HITOSHI",44,1,3,0,3,0,25881,11.4,342639,68.07,3969508
1996,hyogo,6,1000,"KOIKE, YURIKO",44,2,5,1,1,2,89672,38.3,424938,56.62,13001083
1996,hyogo,6,800,"SAKAUE, YOSHIHIDE",49,1,5,2,2,1,81398,34.7,424938,56.62,5500332
1996,hyogo,6,305,"SAEKI, TSUTOMU",50,1,5,0,3,0,32210,13.8,424938,56.62,3731666
1996,hyogo,6,1001,"MAWAKI, HACHIZO",32,1,5,0,4,0,26594,11.4,424938,56.62,8249123
1996,hyogo,6,1003,"SUZUKI, KUNISHIGE",58,1,5,0,5,0,4376,1.9,424938,56.62,2814641
1996,hyogo,7,1002,"DOI, TAKAKO",67,2,4,1,1,10,102684,46.6,374570,59.96,12698371
1996,hyogo,7,1000,"IMANISHI, EIJI",50,1,4,0,2,0,71288,32.3,374570,59.96,9708661
1996,hyogo,7,800,"KOEZUKA, HIROSHI",31,1,4,0,3,0,25437,11.5,374570,59.96,9388417
1996,hyogo,7,305,"ISOMI, KEIKO",39,1,4,0,4,0,21002,9.5,374570,59.96,2666431
1996,hyogo,8,1000,"FUYUSHIBA, TETSUZO",60,2,7,1,1,4,70849,34.3,383659,54.91,11387013
1996,hyogo,8,800,"MUROI, KUNIHIKO",49,1,7,0,2,0,55844,27,383659,54.91,15801814
1996,hyogo,8,305,"FUJIKI, YOKO",63,3,7,2,3,2,41166,19.9,383659,54.91,3330082
1996,hyogo,8,1001,"HATANAKA, ITSUO",50,1,7,0,4,0,23231,11.2,383659,54.91,10585123
1996,hyogo,8,1004,"KONISHI, JUNICHIRO",43,1,7,0,5,0,8247,4,383659,54.91,4835078
1996,hyogo,8,1,"TAKEDA, MASAAKI",48,1,7,0,6,0,6058,2.9,383659,54.91,3419321
1996,hyogo,8,1003,"SUZUKI, TAKESHIB",44,1,7,0,7,0,1312,0.6,383659,54.91,.
1996,hyogo,9,1000,"MIYAMOTO, ICHIZO",65,2,4,1,1,2,75274,38.4,351403,57.28,7987957
1996,hyogo,9,800,"HARA, KENZABURO",89,2,4,2,2,20,67329,34.4,351403,57.28,15082624
1996,hyogo,9,1001,"WAKAMIYA, KIYOSHI",50,1,4,0,3,0,28515,14.5,351403,57.28,8971335
1996,hyogo,9,305,"ISHII, SUSUMU",56,1,4,0,4,0,24865,12.7,351403,57.28,3688507
1996,hyogo,10,1000,"SHIOTA, SUSUMU",70,3,4,1,1,4,77919,43.1,320782,57.77,4194187
1996,hyogo,10,928,"TOKAI, KISABURO",48,2,4,0,2,3,74615,41.3,320782,57.77,22171623
1996,hyogo,10,305,"OSUGI, TESTUO",48,1,4,0,3,0,16836,9.3,320782,57.77,3224638
1996,hyogo,10,1004,"NAKANISHI, YUZO",56,1,4,0,4,0,11432,6.3,320782,57.77,3320788
1996,hyogo,11,800,"TOIDA, TORU",44,1,5,1,1,1,64896,32.8,360286,55.93,6366376
1996,hyogo,11,1000,"GOTO, TAKESHI",53,1,5,0,2,0,61185,30.9,360286,55.93,9563202
1996,hyogo,11,1001,"GOTO, SHIGERU",71,2,5,0,3,6,28303,14.3,360286,55.93,5685950
1996,hyogo,11,1,"MATSUMOTO, TAKEAKI",37,1,5,0,4,0,27371,13.8,360286,55.93,10758066
1996,hyogo,11,305,"NANKO, IKATSUMI",57,1,5,0,5,0,15970,8.1,360286,55.93,3241421
1996,hyogo,12,800,"KOMOTO, SABURO",46,1,3,1,1,1,94936,48.7,306140,65.44,21075534
1996,hyogo,12,1000,"YAMAGUCHI, TSUYOSHI",42,1,3,0,2,0,80408,41.3,306140,65.44,10433363
1996,hyogo,12,305,"OTA, KIYOYUKI",41,1,3,0,3,0,19492,10,306140,65.44,3656279
1996,ibaragi,1,800,"AKAGI, NORIHIKO",37,2,4,1,1,3,114796,52.7,391462,56.99,12080224
1996,ibaragi,1,1000,"TSUKADA, ENJU",58,2,4,0,2,3,63069,29,391462,56.99,14931931
1996,ibaragi,1,1001,"TOKIZAKI, YUJI",56,3,4,0,3,1,24730,11.4,391462,56.99,7101366
1996,ibaragi,1,305,"SEKIDO, HIDEKO",50,1,4,0,4,0,15185,7,391462,56.99,3629533
1996,ibaragi,2,800,"NUKAGA, FUKUSHIRO",52,2,3,1,1,5,109139,61.9,332944,54.58,13657200
1996,ibaragi,2,1000,"TOKOI, YOSHIHARU",41,1,3,0,2,0,54138,30.7,332944,54.58,8246003
1996,ibaragi,2,305,"YOKOKURA, TATSUSHI",57,1,3,0,3,0,13039,7.4,332944,54.58,3426642
1996,ibaragi,3,800,"NAKAYAMA, TOSHIO",71,2,4,1,1,8,89822,50,342895,54.4,14331526
1996,ibaragi,3,1000,"NAGAOKA, YOJI",45,1,4,0,2,0,59080,32.9,342895,54.4,12274091
1996,ibaragi,3,305,"UENO, TAKASHI",32,1,4,0,3,0,26815,14.9,342895,54.4,3687076
1996,ibaragi,3,1003,"ABE, AKIRA",32,1,4,0,4,0,4090,2.3,342895,54.4,1817944
1996,ibaragi,4,800,"KAJIYAMA, SEIROKU",70,2,3,1,1,9,112977,68.3,286678,59.58,13306742
1996,ibaragi,4,1000,"SAITO, ZENICHIRO",41,1,3,0,2,0,38028,23,286678,59.58,7899451
1996,ibaragi,4,305,"NEMOTO, MICHINAO",62,1,3,0,3,0,14325,8.7,286678,59.58,4044323
1996,ibaragi,5,800,"TSUKAHARA, SHUNPEI",49,2,4,1,1,8,69369,51.5,234738,59.42,15754364
1996,ibaragi,5,1001,"OHATA, AKIHIRO",49,2,4,2,2,3,53497,39.8,234738,59.42,14387529
1996,ibaragi,5,305,"FUJITA, KUNIYOSHI",45,1,4,0,3,0,9698,7.2,234738,59.42,3473438
1996,ibaragi,5,1,"TAKAGI, YUTAKA",54,1,4,0,4,0,2007,1.5,234738,59.42,.
1996,ibaragi,6,800,"NIWA, YUYA",52,2,6,1,1,7,110495,56.9,381126,52.89,10892318
1996,ibaragi,6,1000,"KOBAYASHI, KUNIO",48,1,6,0,2,0,39372,20.3,381126,52.89,11112819
1996,ibaragi,6,305,"KOMATSU, TOYOMASA",48,1,6,0,3,0,20035,10.3,381126,52.89,3664347
1996,ibaragi,6,928,"NAKAHARA, SHIGETO",26,1,6,0,4,0,15410,7.9,381126,52.89,3116445
1996,ibaragi,6,1004,"YANAGISAWA, MASAMI",41,1,6,0,5,0,7369,3.8,381126,52.89,4392038
1996,ibaragi,6,1003,"KANOYA, HIROKI",30,1,6,0,6,0,1516,0.8,381126,52.89,1387987
1996,ibaragi,7,1,"NAKAMURA, KISHIRO",47,2,4,1,1,8,100175,53.6,302096,63.68,9100519
1996,ibaragi,7,1000,"TANAKA, KATSUYA",43,1,4,0,2,0,72208,38.7,302096,63.68,9500571
1996,ibaragi,7,305,"OJIMA, OSAMU",34,1,4,0,3,0,12032,6.4,302096,63.68,3840139
1996,ibaragi,7,1003,"MAEKAWA, TOSHIAKI",55,1,4,0,4,0,2348,1.3,302096,63.68,1821399
1996,ishikawa,1,1000,"OKUDA, KEIWA",68,2,3,1,1,10,87329,49.4,339562,54.15,9863020
1996,ishikawa,1,1001,"KUWABARA, YUTAKA",51,1,3,2,2,1,71154,40.2,339562,54.15,12313278
1996,ishikawa,1,305,"NAITO, EIICHI",46,1,3,0,3,0,18431,10.4,339562,54.15,4016925
1996,ishikawa,2,800,"MORI, YOSHIRO",59,2,4,1,1,10,105586,51.7,292921,71.68,10850845
1996,ishikawa,2,1000,"ICHIKAWA, YASUO",54,1,4,2,2,1,80534,39.4,292921,71.68,8195722
1996,ishikawa,2,305,"NISHIMURA, HIROSHI",42,1,4,0,3,0,10467,5.1,292921,71.68,730485
1996,ishikawa,2,1,"MOROHASHI, SHIGEICHI",48,1,4,0,4,0,7793,3.8,292921,71.68,1186033
1996,ishikawa,3,800,"KAWARA, TSUTOMU",59,2,4,1,1,9,92820,45.5,279420,74.58,13797224
1996,ishikawa,3,1,"YATA, TOMIRO",47,1,4,0,2,0,90798,44.5,279420,74.58,17556338
1996,ishikawa,3,1001,"KAGINUSHI, MASANORI",46,1,4,0,3,0,14129,6.9,279420,74.58,6860075
1996,ishikawa,3,305,"FURUKAWA, KOSAKU",55,1,4,0,4,0,6471,3.2,279420,74.58,622695
1996,iwate,1,1000,"TATSUSO, TAKUYA",32,1,6,1,1,1,67420,40.6,256637,65.63,10563845
1996,iwate,1,800,"TAMAZAWA, TOKUICHIRO",58,2,6,2,2,7,49665,29.9,256637,65.63,16077410
1996,iwate,1,1,"NAKAMURA, RIKI",34,2,6,0,3,1,17087,10.3,256637,65.63,12080554
1996,iwate,1,1002,"YAMANAKA, KUNIKI",63,3,6,0,4,1,16758,10.1,256637,65.63,10922696
1996,iwate,1,305,"SAKUMA, TOSHIKO",45,1,6,0,5,0,10668,6.4,256637,65.63,4535221
1996,iwate,1,1001,"GOTO, YURIKO",47,1,6,0,6,0,4551,2.7,256637,65.63,2101849
1996,iwate,2,800,"SUZUKI, SHUNICHI",43,2,4,1,1,3,95913,47.6,309158,66.57,24345665
1996,iwate,2,1000,"KUDO, KENTARO",54,2,4,0,2,1,83038,41.2,309158,66.57,17791444
1996,iwate,2,1002,"SATO, KENICHI",51,1,4,0,3,0,12081,6,309158,66.57,8736183
1996,iwate,2,305,"KUJI, YUKO",46,1,4,0,4,0,10533,5.2,309158,66.57,3744258
1996,iwate,3,1000,"SASAKI, YOHEI",54,1,3,1,1,1,103952,57.5,265947,69.97,17832302
1996,iwate,3,800,"SHIGA, SETSU",63,2,3,0,2,8,58881,32.6,265947,69.97,11676461
1996,iwate,3,305,"ONODERA, EIKO",61,1,3,0,3,0,17846,9.9,265947,69.97,3467280
1996,iwate,4,1000,"OZAWA, ICHIRO",54,2,4,1,1,10,125619,64.7,275864,71.45,17104644
1996,iwate,4,1002,"SAWAFUJI, REIJIRO",67,2,4,0,2,3,38482,19.8,275864,71.45,6722761
1996,iwate,4,800,"IGATA, KOICHI",31,1,4,0,3,0,20179,10.4,275864,71.45,10686682
1996,iwate,4,305,"YAEGASHI, NATSUKO",53,1,4,0,4,0,9933,5.1,275864,71.45,3361344
1996,kagawa,1,800,"FUJIMOTO, TAKAO",65,2,5,1,1,10,62612,36.3,292365,60.37,18652117
1996,kagawa,1,1000,"HIRAI, TAKUYA",38,1,5,0,2,0,55578,32.2,292365,60.37,25608680
1996,kagawa,1,1001,"MANABE, MITSUHIRO",56,3,5,0,3,1,31501,18.3,292365,60.37,14695561
1996,kagawa,1,1002,"KATO, SHIGEAKI",49,3,5,0,4,1,12964,7.5,292365,60.37,4667287
1996,kagawa,1,305,"KAWAMURA, TADASHI",37,1,5,0,5,0,9737,5.6,292365,60.37,2390723
1996,kagawa,2,800,"KIMURA, YOSHIOC",48,2,2,1,1,4,98531,78.7,267541,52.36,19361099
1996,kagawa,2,305,"MATSUMURA, HISASHI",56,1,2,0,2,0,26658,21.3,267541,52.36,2456398
1996,kagawa,3,800,"ONO, YOSHINORI",61,2,4,1,1,4,79870,48.9,248762,67.47,13641604
1996,kagawa,3,1000,"TSUKIHARA, SHIGEAKI",61,2,4,0,2,3,62468,38.3,248762,67.47,11670926
1996,kagawa,3,1002,"OKUDA, KENJI",51,1,4,0,3,0,13026,8,248762,67.47,4667073
